question_id,qemb_pca_0,qemb_pca_1,qemb_pca_2,qemb_pca_3,qemb_pca_4,qemb_pca_5,qemb_pca_6,qemb_pca_7,qemb_pca_8,qemb_pca_9,qemb_pca_10,qemb_pca_11,qemb_pca_12,qemb_pca_13,qemb_pca_14,qemb_pca_15,qemb_pca_16,qemb_pca_17,qemb_pca_18,qemb_pca_19,qemb_pca_20,qemb_pca_21,qemb_pca_22,qemb_pca_23,qemb_pca_24,qemb_pca_25,qemb_pca_26,qemb_pca_27,qemb_pca_28,qemb_pca_29,qemb_pca_30,qemb_pca_31,qemb_pca_32,qemb_pca_33,qemb_pca_34,qemb_pca_35,qemb_pca_36,qemb_pca_37,qemb_pca_38,qemb_pca_39,qemb_pca_40,qemb_pca_41,qemb_pca_42,qemb_pca_43,qemb_pca_44,qemb_pca_45,qemb_pca_46,qemb_pca_47,qemb_pca_48,qemb_pca_49,question_num_options,block_Cognitive tests,block_Demographics,block_Economic preferences,block_Personality,qtype_MC,qtype_Matrix,qtype_TE
QID233_r12,-0.31819403,0.002630439,0.08559467,-0.043044943,0.0029786315,0.020380562,-0.062575966,-0.07318765,0.16867541,0.020576514,-0.10453427,0.04806908,0.14717019,-0.1434105,-0.032789264,0.008717748,0.08244727,-0.0829777,-0.015201074,0.043804638,0.026744088,0.07651827,-0.0812631,-0.06638988,0.010554237,-0.098798156,-0.036262143,-0.0501021,0.100702435,0.035936978,-0.008504031,-0.012130982,0.030146869,-0.008940531,-0.0021883834,0.039402325,-0.030004006,0.0031232617,-0.007411093,-0.01803143,-0.07579663,0.0072618914,-0.02156519,-0.058891445,0.0029530332,-0.01634701,-0.015510511,0.07191692,-0.08741925,0.021227052,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID233_r13,-0.18207125,-0.07693868,0.13171943,-0.041255433,0.042444002,-0.14003034,-0.10769349,-0.013097734,0.07112907,-0.015812753,-0.050972644,0.027587239,-0.0010489927,-0.21514982,-0.20516461,-0.0104440525,0.115798496,-0.24639559,0.04031029,0.08828535,-0.0061728293,0.0551336,0.12909713,0.07105807,-0.01002958,-0.058562156,0.122076854,-0.06565744,0.0789712,-0.15861577,-0.053293552,-0.06401829,0.0088295285,0.007953173,-0.0060577546,-0.049644426,0.04080447,0.04816207,0.07691631,0.042243585,0.029294282,-0.01542968,-0.07178718,0.12056923,-0.048026297,0.0106333215,0.0024993052,-0.032448184,-0.05291839,-0.0033516062,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID233_r14,-0.1585656,-0.15835586,0.028436003,-0.056179438,0.011424583,-0.12495817,-0.02366236,-0.031208988,-0.034911606,-0.09536325,-0.009909569,-0.064946555,0.074806646,-0.20350833,-0.15864941,0.099912465,0.18978511,-0.08688178,0.20305121,-0.19869296,0.12353684,0.041928995,0.08143541,-0.02664238,-0.08027459,0.0028334965,0.0044362177,-0.04539102,0.09826713,-0.058687743,-0.02921948,0.012186261,0.010203351,-0.04233404,-0.07902886,0.05753673,0.08455679,0.014566119,0.022266109,0.0053477674,-0.05848309,-0.0028716973,0.0553067,-0.032088935,0.018787151,-0.021776356,0.061413515,0.07595512,-0.019342816,-0.015448895,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID233_r15,-0.17006697,-0.12844361,0.02993684,-0.039529767,0.016994445,-0.08088059,-0.0239884,0.03975509,0.035658177,0.014176852,-0.022603529,-0.04542817,-0.0007385514,-0.2490521,-0.23482342,0.027643992,0.13865866,-0.21506888,0.13326569,-0.020858316,0.08907917,0.12306197,0.19605373,0.06215329,-0.08692792,-0.015418835,0.05638864,-0.06941753,0.05637604,-0.04004921,-0.035520166,0.002855064,0.029935744,-0.019202894,-0.020781916,0.010862812,0.115892515,0.01822763,0.07106294,0.070685074,-0.024479216,-0.049261246,-0.0043497426,0.036552604,-0.00010455923,0.04973457,0.070640884,0.01665588,-0.070638455,0.0039251433,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID233_r16,-0.2894747,-0.12166396,0.10719142,-0.04536563,-0.046511784,-0.06548199,-0.039506063,-0.06360753,0.13839844,0.008240672,-0.012280532,-0.1313319,0.0779488,-0.13030128,-0.12126686,0.010482139,-0.010254263,-0.16444556,0.0067012426,-0.047409374,-0.025187925,0.051662385,-0.035311397,-0.05746328,-0.093643576,-0.036653858,0.087698616,-0.005887001,0.06941396,0.040769625,-0.031262085,-0.041087423,-0.07004949,-0.04950403,0.08291171,0.018115716,-0.044369694,-0.017039446,-0.029835608,-0.025719369,-0.08371839,-0.023745408,0.05721715,0.011364348,0.00049750187,0.024849873,0.024934137,0.017922007,-0.029501542,0.036932062,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID233_r2,-0.33028367,-0.028867641,0.023913777,-0.07311602,0.027024154,0.05087984,-0.051773936,-0.012528092,0.0077252504,-0.043613676,0.084804624,-0.008098351,-0.06767713,-0.12043221,-0.04637802,-0.027765859,-0.014854671,-0.04081769,-0.045451675,0.037963904,0.013971896,0.035480116,0.07232583,-0.008427927,0.010775858,0.042036843,-0.04471165,-0.012286135,0.07516741,0.047406755,0.009289712,0.00755404,0.028921816,0.02423417,-0.014157813,-0.03724751,-0.051335145,0.0027116623,-0.11559631,-0.06696942,-0.052753,0.009633042,-0.007629472,-0.09152022,-0.054612022,-0.08923703,0.026074128,0.05119558,-0.015165261,-0.09231358,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID233_r3,-0.33477944,0.0059521645,0.08411766,0.0078075435,0.00604462,-0.07470982,0.010867634,-0.10498546,-0.0046693454,-0.031689033,0.052182563,-0.023354596,0.048075944,-0.09893121,-0.08875749,0.026631363,0.035162788,-0.044902425,0.007142155,0.04252343,-0.042659335,0.048718672,0.016074765,0.08285149,0.002033307,-0.10729359,-0.04326929,0.030275926,0.04619666,0.052879695,-0.009630964,-0.0239676,-0.0025346272,-0.06273195,0.041615028,0.01071773,-0.0908931,-0.0470481,-0.0029949455,-0.0028970044,-0.036205098,0.100884356,-0.02818358,-0.077783495,0.07059625,0.025033988,-0.038668126,0.0025335678,-0.058942933,-0.13954623,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID233_r4,-0.36137608,-0.038576957,0.03138478,-0.030970292,0.021255564,-0.0034420372,0.0266042,-0.024030862,-0.03354661,-0.051817227,0.041797895,-0.085066475,0.025153087,-0.019128585,-0.117329605,-0.05186521,-0.05819889,-0.10183307,-0.0004643557,0.087401934,0.03565578,0.019399358,0.0029649679,0.01729106,-0.10263115,-0.033480503,0.01212888,0.019209135,0.026081186,0.010498013,-0.019525275,-0.05864605,-0.0006505725,0.06907592,0.022447927,-0.04965547,-0.047844395,0.029249365,-0.062096715,0.021235304,-0.04615818,0.01821581,-0.05672826,0.0041989298,0.025254099,0.016572062,0.09891927,0.04544083,0.033569872,-0.009219646,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID233_r5,-0.31771708,-0.17010407,0.1678099,-0.08236582,-0.01495499,-0.07536214,-0.08423792,-0.030961094,0.112637125,-0.14774773,-0.08676001,0.025603913,0.13688146,-0.08724285,-0.034750354,-0.046672076,0.013001477,0.03891212,-0.0015014986,-0.043589555,0.056391705,0.017085223,-0.013371444,-0.115715675,-0.086087495,-0.0017068898,0.02611489,-0.025790986,0.07174181,0.034685113,-0.048741568,-0.017187586,0.01621189,-0.010774138,0.020401824,0.034562167,-0.107918024,-0.009478962,-0.017208407,0.0029309005,-0.08045828,0.01697007,0.019868994,0.001539902,0.0076355776,-0.034028742,-0.057289142,-0.032737523,-0.065130495,0.020794073,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID233_r6,-0.23839748,-0.091323525,0.19520694,0.037798762,0.005474863,-0.07356851,-0.1531058,-0.025457298,0.096330956,-0.017633937,-0.14792746,-0.019704733,0.024928873,0.06814631,-0.09584191,-0.0411726,-0.047162417,-0.02740251,-0.14366706,-0.04306204,0.008821123,0.1439046,-0.118730895,0.0415131,-0.12853694,-0.19725591,0.017262185,-0.09309477,0.047022205,-0.004732447,0.08390557,-0.012162452,-0.051561516,-0.06641567,0.024662042,-0.036658365,-0.10799259,-0.018258695,-0.028137065,-0.03882992,-0.012770785,-0.08001842,-0.012210185,-0.012931617,0.0052145114,0.045095153,0.08646916,-0.0583169,0.0069289412,-0.004032926,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID233_r7,-0.15590233,-0.07250357,0.2691392,0.13470982,-0.0276049,-0.18882145,-0.19127953,-0.12383373,0.03508619,0.044390384,-0.08335157,-0.112873726,-0.034835253,-0.031801615,-0.0011517152,-0.11680459,0.023781052,0.03640963,-0.055600718,-0.027517164,-0.08199089,0.07042056,-0.1642873,0.107635036,-0.10656027,-0.22105153,0.06793837,-0.1173153,0.09919463,-0.043093946,-0.017461255,-0.015986567,-0.07418143,0.0322108,-0.088636264,-0.03687349,-0.025192762,-0.044035465,-0.13635951,0.043270208,-0.02998826,-0.016844066,-0.07487779,0.008805011,-0.079136394,0.040449403,-0.058001045,-0.1652259,0.03305451,0.05553224,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID233_r8,-0.1662446,0.0091833,0.14585224,1.0126472e-06,-0.014570607,0.025755635,0.04756255,0.024803266,0.14858162,0.016575472,-0.1027037,0.09619074,0.06636039,0.14471729,-0.029312849,0.012471334,-0.0033639686,-0.017808713,-0.015115399,-0.09657703,-0.04449119,0.06261017,-0.014928285,-0.05443105,0.040459685,-0.14747949,-0.13397539,-0.051854376,0.16817883,-0.04701565,-0.14859614,0.14194809,-0.02702173,0.083154745,-0.021978803,0.09002827,-0.049812045,-0.038281377,-0.037560012,-0.04817502,0.015984492,0.010908095,0.013159382,-0.040988088,0.061283574,0.027901394,-0.17790605,0.038993575,-0.10872313,-0.013508467,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID233_r9,-0.22149839,-0.05992249,0.096273094,0.03989627,0.074260235,0.047863062,-0.054425355,-0.040800225,0.090224855,-0.014517437,-0.14130923,0.15146706,0.13829741,-0.0061921654,-0.0496474,-0.106040426,0.041970138,0.04309263,-0.11588546,-0.022953354,0.13961904,0.05464756,-0.0015745566,-0.04639629,-0.05900203,-0.06640956,0.06567919,0.037580635,0.020503014,0.064729206,-0.051064808,0.016533168,-0.022630233,0.019760372,0.04604051,0.029922646,-0.12991248,-0.0142749585,-0.051136166,-0.06726614,-0.013069155,0.0052407808,-0.04747639,0.00261136,0.07705984,0.028886016,0.07408812,-0.079574645,0.012596622,-0.0005110491,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID234_r1,-0.1574785,-0.069012515,0.0567508,0.074273854,0.08404519,-0.029074788,-0.00021090452,-0.18422607,-0.14673376,0.04410406,0.09844722,0.08567518,-0.07234789,0.12247843,-0.20396514,-0.07213903,-0.008909931,0.001254932,0.06240915,0.05665331,0.15376778,-0.04714679,0.08070668,0.14228322,-0.02430408,-0.14899577,-0.014196395,0.09837778,-0.014690337,-0.07160696,-0.020686544,0.01458148,0.08909833,0.018289536,0.07341122,-0.01791464,-0.01826383,0.041081462,0.06521309,0.025609996,-0.051820382,0.09240228,-0.10299023,0.0022610307,0.009062359,0.079285,-0.011301202,0.1604859,-0.039250597,0.0028750887,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID234_r10,-0.18570639,-0.017802507,0.19159193,0.0025644626,0.07952982,-0.11442237,-0.1634065,-0.3650632,-0.20539711,0.2935538,0.033567324,-0.1396476,0.058731467,0.0401889,0.08366466,-0.06533689,0.04020292,0.024997715,-0.08121978,0.016434642,-0.062794566,0.049556404,0.08287781,-0.09306896,0.02106809,-0.0034495217,-0.08609862,-0.054370612,-0.069475025,0.024303807,0.07532067,-0.054427706,-0.0070550786,-0.0037039085,-0.027749266,-0.012010028,0.016900413,0.049565665,-0.024308158,0.016921787,-0.031596966,-0.0074805375,-0.045237817,0.010306929,-0.018612418,-0.019435115,-0.026932834,0.032863453,0.063573144,-0.004277195,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID234_r11,-0.14561926,-0.018438669,0.14177956,0.026069552,0.035642132,0.0030857464,-0.119392365,-0.39240593,-0.19220114,0.3858249,0.018872248,-0.12716734,0.08008307,0.07078865,0.04248317,-0.025113985,-0.01961587,-0.04114931,-0.089940056,-0.05015705,-0.11083223,0.13617551,0.11002346,-0.10752836,0.005436556,0.08554675,-0.0340495,-0.047243066,-0.03257712,0.0022933693,0.042273264,-0.037266605,0.008152202,0.017857647,0.040077582,0.026739776,-0.03525256,-0.054326802,0.010984682,-0.007025431,-0.050285872,0.07193178,-0.00014361626,0.02252632,0.02852206,-0.020297868,0.01754042,-0.010578218,0.0036678603,-0.050087318,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID234_r12,-0.14331205,-0.03007937,0.16736417,0.015128449,0.06136457,-0.03832687,-0.21535388,-0.40084413,-0.17525078,0.32011244,0.021004803,-0.096682,0.024422094,0.08429235,0.089241885,-0.0392978,-0.019910788,-0.047497794,-0.03765519,0.07397405,-0.05047672,0.008268151,0.07408167,-0.14133443,0.0036932616,0.029737763,-0.03812957,-0.052217226,0.005764754,-0.030577336,0.053978406,-0.005602001,0.024532368,-0.05129093,-0.036776237,0.01905193,0.0570742,-0.011046387,-0.041827567,0.038705215,0.0049340054,0.030722275,0.00012425089,0.05050004,0.03638545,-0.0047520986,-0.03187444,-0.0047925995,0.05006837,0.0058885524,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID234_r2,-0.16431727,-0.05677124,0.17475452,0.01885783,0.032051686,-0.08418471,-0.28999138,-0.26957738,-0.13026664,0.12569116,-0.0070330817,0.047507603,0.018072793,0.109402955,0.11767251,-0.021516448,-0.035073105,-0.017946392,-0.11766332,-0.022470508,-0.03837203,0.074178085,-0.00023322047,-0.05724359,-0.07764389,0.0007765763,-0.053565133,-0.027775792,-0.06966455,0.087943666,-0.0076701283,-0.10190583,0.14440726,0.044124518,-0.027613554,-0.002083633,0.03263508,-0.09749555,0.07680915,0.040444072,0.1708475,0.0028344074,-0.011638123,-0.008060007,-0.048345312,-0.023552693,-0.035608966,0.0347035,-0.038966764,-0.07722807,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID234_r3,-0.2513209,-0.07453427,0.04334845,-0.04722085,0.04349386,-0.01863056,-0.13214536,-0.28325018,-0.24439967,0.13006221,0.05602872,0.054419246,0.080042966,0.17231968,0.1035719,-0.1155057,0.057426453,-0.060660835,-0.07206841,0.006760735,-0.009891535,-0.029199716,-0.001271528,-0.033115134,-0.108366884,0.0026390534,0.030643765,-0.011064534,-0.15143268,0.00074515847,-0.00093309005,-0.103710115,-0.044386763,0.04183556,-0.06659726,-0.011647669,0.039372623,-0.004563629,-0.07630261,0.08430564,-0.0012232278,0.03287936,-0.04099366,-0.029880019,0.0013577668,-0.03882155,0.058445282,0.027045451,0.045503963,-0.03258976,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID234_r4,-0.20360178,-0.085754514,0.18110177,-0.062401574,0.08139681,-0.020964017,-0.13575456,-0.27557462,-0.11818253,0.16914116,0.008133084,0.018021045,0.018212445,0.3123051,0.104973145,-0.1313367,0.04571176,-0.05011365,-0.0030058918,0.009920654,0.058657415,0.022548018,0.00060272875,0.008736887,-0.017987343,0.04374732,0.019479176,0.09796679,-0.039054453,0.061948936,-0.051173963,-0.029806018,0.028779337,0.07709995,-0.02581564,-0.029391302,0.022143787,0.02000036,0.021769054,0.093111865,-0.06786766,0.021652194,-0.1194194,-0.0051327604,-0.06382617,-0.055902444,0.10977148,0.057311375,-0.031443752,0.022012766,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID234_r5,-0.19035351,-0.033411097,0.14089057,0.02425556,0.120742194,-0.12490346,-0.12889865,-0.34927687,-0.10628306,0.23871595,0.007969562,-0.16335663,0.19025452,0.004850841,0.014999359,-0.07943652,0.053652406,-0.05423407,-0.08376623,-0.004404777,-0.059815094,0.063432306,-0.0020717918,-0.042216443,0.03769234,-0.0061936188,0.01409775,0.10858882,0.011376132,0.017140782,0.026734065,-0.06514976,-0.026823398,0.0004834656,-0.10202246,0.075492054,0.039932653,0.012606432,0.044548344,0.0064810803,0.007851626,0.04656741,0.015347299,0.0008052066,-0.047011465,-0.03563501,-0.01776792,0.047179483,-0.08520191,0.015832797,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID234_r6,-0.20397915,-0.057000805,0.069163896,0.03584651,0.14819168,-0.056645848,-0.11994057,-0.33833578,-0.16804466,0.25436106,0.07357532,-0.1086622,0.044170965,-0.020885535,-0.093137115,0.02671504,0.06974705,-0.0011369315,-0.085962586,0.010026281,-0.011806209,0.087352395,0.020594688,-0.013722469,0.08289837,-0.019660195,-0.04887979,0.089461505,0.014013389,-0.11515023,0.0830866,-0.0045409426,-0.017710943,-0.07765525,-0.014998779,-0.006336195,0.0061303205,0.016000522,0.001531608,0.0037343507,0.019704929,-0.00029000593,0.03199384,-0.013714906,0.03492433,0.029983817,0.011345499,0.007467975,0.03801643,0.042650767,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID234_r7,-0.27363792,0.010965494,0.18041915,-0.056135688,0.12946521,-0.07998583,-0.11473399,-0.30152166,-0.08192898,0.21460092,0.009608423,-0.07431539,0.12093787,0.019136423,0.059597164,-0.025961572,0.024979236,-0.06100022,-0.046344727,0.032421023,-0.063083574,0.060201045,0.025135892,-0.081246406,0.05864387,0.0068182955,-0.028281266,0.052407775,0.0020326893,0.07188098,0.03193773,-0.057930693,-0.004761139,0.0038665903,-0.062207974,0.043452434,-0.024132561,-0.0032091097,0.07712857,-0.008125805,0.043573298,0.009466444,0.031307917,-0.014176516,-0.050857667,-0.0046582366,-0.042687286,0.048036575,-0.07138097,0.02999543,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID234_r8,-0.21971081,-0.022473272,0.117748946,0.05554189,0.07403671,0.08087906,-0.14564127,-0.30034435,-0.023706354,0.2911197,-0.0044432855,-0.037597418,0.01844881,0.11366417,0.038509782,0.07062242,-0.032511234,-0.041182954,-0.10493399,-0.086464494,-0.051662084,-0.008135311,0.027204204,-0.003562146,0.08896721,0.01862491,-0.01233171,-0.0051989798,-0.04114454,-0.073504515,-0.027660742,0.0027287528,-0.034473844,-0.11326683,0.05117144,0.08941599,0.057082858,0.039118003,-0.039678268,-0.0708074,-0.0005932086,-0.0715684,-0.0130125815,-0.012917204,0.0324142,0.021218104,0.078662336,-0.058981795,0.03289768,0.02507839,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID234_r9,-0.1970758,-0.09860906,0.16579878,0.020647964,0.019229725,-0.08868015,-0.21022956,-0.3140516,-0.14583425,0.26795888,0.016375875,-0.05715654,-0.025172133,0.0220411,0.06715068,0.020464819,-0.039036594,-0.0010504731,-0.04213216,0.111927636,-0.016036963,0.007992372,0.09628868,-0.059697133,-0.017395988,-0.06265746,-0.09293354,-0.06015694,0.010401695,0.014081766,0.0247937,0.028094264,-0.0037398825,-0.029894128,-0.048058398,0.002434511,-0.061303727,-0.09479772,-0.04272566,0.028290497,0.039901875,0.01748885,-8.868437e-05,-0.027906217,0.025687492,0.0634984,-0.01686794,-0.025425008,-0.018123677,-0.02283987,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID235_r1,-0.16487902,-0.012049129,0.22990555,-0.09652601,0.01691049,-0.18025833,-0.122667186,-0.2767972,0.0011768974,0.19226116,0.021930616,-0.185653,0.02833861,-0.07646046,0.036137797,-0.019645976,0.020201933,0.14186357,0.19242199,-0.020264221,-0.09689055,-0.060713977,-0.14367749,-0.070939675,-0.009621133,0.056624535,0.020999234,-0.047006574,-0.07666596,0.09087164,-0.011667263,-0.072419696,-0.015663113,0.13182877,0.017665012,-0.0287501,-0.07308592,-0.014520814,0.012834405,0.055856396,0.011104278,0.0026323155,0.00573017,0.013615339,-0.1281538,-0.03222049,-0.061190657,0.050447904,-0.04626521,0.054049294,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID235_r2,-0.2553266,-0.091270536,0.12294127,-0.08442362,0.06422591,-0.0828631,-0.072784334,-0.13281412,0.0986459,-0.0375248,0.0032958295,-0.13851659,-0.09888078,-0.06629942,-0.13372217,0.05707895,-0.021884361,0.087497674,0.10884283,-0.07965858,-0.088850655,-0.13884458,-0.19824404,0.0035556152,0.0009899558,-0.016200146,0.06853128,0.031676367,-0.038447015,-0.0106328055,0.0066431523,0.0082417205,-0.08957566,0.06955798,0.06692707,-0.0116417045,-0.010624924,-0.04125006,-0.016799513,0.06191342,0.008308617,0.04995971,-0.017098349,0.027405763,-0.012135507,-0.05647257,-0.022016611,-0.058974586,-0.025429115,0.010235775,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID235_r3,-0.12880562,-0.003933177,0.14440861,-0.17979291,0.089693725,-0.15177736,-0.16305009,-0.30631036,-0.019043902,0.16293906,0.027378581,-0.15567389,-0.010322632,-0.17942353,-0.029023891,-0.086260244,0.0566892,0.10457986,0.15347992,-0.0253173,-0.10105918,-0.13416797,-0.10155935,-0.026800908,0.0627174,0.016332995,-0.007580415,-0.046624202,-0.010847102,0.014290027,-0.017429218,0.011502742,-0.07217409,0.032879412,-0.0017771198,0.013475504,0.031097017,-0.0052512903,-0.012990945,0.055288937,0.012508601,-2.6040509e-05,0.042732585,-0.04087322,0.0009456641,-0.010473714,-0.055653717,0.0043080654,0.04600141,0.00899536,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID235_r4,-0.1444435,-0.010199039,0.11018085,-0.018789032,-0.025679287,-0.08624104,-0.21592923,-0.15699886,0.065467626,-0.012975001,0.092390105,-0.036461737,-0.043344025,-0.13378981,-0.046487533,0.07374006,0.074960284,0.088912606,0.21250303,0.007456511,0.069682114,-0.1032101,-0.16627626,-0.025219858,-0.1129112,0.032870755,0.03533002,-0.06866741,0.092660315,0.11103529,0.022221863,0.102145076,0.06745528,0.10693504,0.03459373,-0.050935574,0.043897577,0.10168743,-0.08422053,-0.060246512,0.092482515,-0.171939,-0.09375397,-0.055668402,-0.0234934,0.024287248,0.024150556,-0.017870337,0.0034790642,0.008811527,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID235_r5,-0.21531066,-0.07085029,0.06427431,-0.071942665,0.031884186,-0.019450115,-0.075525545,-0.033490196,-0.052650567,0.014862133,0.12413462,-0.1172776,0.0126866475,-0.21226357,-0.10789972,-0.029584197,0.07187433,0.17458773,0.23902638,-0.07707675,-0.053351276,-0.09195148,-0.2573738,0.030861711,-0.014989903,0.07676085,0.04402,0.054712377,-0.0573145,-0.014045919,-0.015344197,0.023711935,0.013012374,0.1319001,0.020921342,-0.12146544,-0.0465226,0.10379264,-0.003977149,-0.0064401412,0.05506305,0.038455267,-0.0074788807,0.016365314,-0.054654222,-0.041369025,0.016900333,-0.087199934,-0.04269988,-0.0037982746,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID235_r6,-0.17636149,-0.021790273,0.14166233,-0.020670712,0.018285252,-0.038932364,-0.11974661,-0.18686178,0.05805067,0.053799774,0.053659085,-0.2230308,0.02023225,-0.17720039,-0.024069365,0.038056932,0.08433893,0.19302319,0.20972197,-0.042506754,-0.07325184,-0.14033827,-0.21604553,-0.009456851,0.043763112,0.09755513,0.108720005,0.021492157,-0.06214295,-0.0010203117,-0.045148846,-0.033187922,0.03270877,0.18218754,0.10036731,-0.046287008,-0.034120027,0.048884626,-0.069752894,-0.013581578,0.02063422,-0.008055276,0.020145023,0.074627645,-0.025329128,0.06082359,-0.029611554,-0.046031464,-0.018150575,0.015226078,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID236_r1,-0.24685416,0.051415544,0.159164,-0.01217157,0.20212416,0.0461185,0.24419922,-0.053455163,0.069876105,0.0021100114,-0.22414505,-0.08868216,-0.04493832,0.08203213,0.030724125,0.12050779,0.07579067,0.027729679,0.03524997,-0.09728205,-0.053720195,-0.08599974,-0.027290685,0.021345265,0.06806767,-0.10116286,-0.029198864,0.056687925,-0.029092938,-0.06265432,-0.035237446,0.05217155,0.015000314,0.0627251,-0.098675705,0.0014304372,-0.011868956,0.029154776,-0.038180165,0.074349575,-0.071470246,0.054344643,0.037659265,-0.07739458,0.0025563976,-0.008951742,-0.0062413453,0.026835132,0.026570847,-0.012669605,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID236_r10,-0.1531758,-0.0469861,0.10326289,-0.0633266,0.1862711,0.0021847605,0.15159668,0.024581872,0.12005775,0.03931373,-0.1405858,0.03219751,-0.1571099,0.23472321,0.06574348,0.13741118,-0.035332948,-0.03463593,-0.02530313,0.028257998,0.12707455,0.0037730285,-0.13867912,0.07660725,-0.045498166,0.036947545,0.0024863372,0.029844217,-0.021599466,-0.0112496605,0.018947063,0.062134612,-0.015176306,0.054059636,-0.058195956,0.048562266,0.10767153,0.013838748,-0.01143236,0.061173663,0.008708871,0.055643376,0.11874113,0.02763631,0.0100952145,-0.14871882,0.01734929,0.12840268,-0.029581416,-0.05458456,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID236_r11,-0.10659951,0.024513474,0.1655794,0.06232146,0.17832348,-0.026656892,0.16774556,0.027218148,0.01381991,0.18436283,-0.24075058,-0.056674372,-0.017788343,0.19916852,0.058227118,0.036004893,-0.044978973,-0.04956815,0.028344527,-0.10591661,0.028896483,-0.041849867,0.08480139,-0.028910458,0.09211727,0.038360845,-0.121883154,0.09253567,-0.035695773,-0.08506425,0.062070962,0.041857235,0.03069962,-0.072916314,0.11498332,0.05296781,-0.02881805,0.05311147,-0.030082889,-0.10828388,0.10454502,-0.18239668,-0.14225125,-0.033723667,0.007412872,-0.01034275,0.045594636,-0.12191675,-0.135543,-0.093818426,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID236_r12,-0.22424883,0.09745142,0.22522794,-0.049730353,0.21167995,-0.07280709,0.24479422,-0.0017566077,-0.0055658286,-0.018505344,-0.20689882,-0.07436539,-0.07141978,0.156507,0.010022711,0.036696635,-0.023202704,-0.08446937,0.067109585,-0.04523122,-0.009178886,-0.056801002,0.03347953,-0.11222391,0.15268846,0.03256758,-0.020851621,-0.0007870155,0.06266154,0.011652306,-0.012641236,0.016285915,-0.0028513311,-0.018928321,0.061695736,-0.04136395,-0.015695069,0.08247903,-0.03304753,-0.038425535,0.054993127,-0.057402708,-0.017491546,-0.004338192,0.004184272,0.029140474,-0.025398614,-0.067147344,-0.04820971,-0.013182284,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
QID236_r13,-0.16544911,0.07773306,0.21270983,0.09351126,0.29351383,-0.06804489,0.24142216,0.061642602,-0.032662123,-0.09628864,-0.16207796,0.030633591,-0.042520877,0.106731385,0.017247174,0.0388469,-0.026016535,-0.109858796,0.0023173217,-0.0038401664,0.0798584,-0.057954855,0.032548733,-0.09786056,0.067786485,0.03772287,-0.12444163,0.027217079,-0.067844376,-0.005115163,0.012812357,-0.0010171126,0.081287764,0.013191292,-0.018887565,-0.17533952,0.010508723,0.061724488,-0.05441934,0.03998102,-0.009654655,-0.025429523,0.042668708,0.004420392,0.022089915,0.0070774932,0.043484565,0.003145542,-0.049014978,0.036691844,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
