person_id,Form A _1,1_Q295,2_Q295,3_Q295,4_Q295,5_Q295,6_Q295,7_Q295,8_Q295,9_Q295,10_Q295,11_Q295,12_Q295,13_Q295,14_Q295,15_Q295,16_Q295,17_Q295,18_Q295,19_Q295,20_Q295,21_Q295,22_Q295,23_Q295,24_Q295,25_Q295,26_Q295,27_Q295,28_Q295,29_Q295,30_Q295,31_Q295,32_Q295,33_Q295,34_Q295,35_Q295,36_Q295,37_Q295,38_Q295,39_Q295,40_Q295,base_rate,outcome_bias,sunk_cost,Allais,disease,linda,african,redwood,absolute,Myside,less_is_more,Thaler,matching
wdfyy,,2,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,70,success,no,1,gain,conjunction,low,high,jacket,Germany,A,WTP_certainty,2
dg0ss,,1,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,70,failure,yes,1,loss,conjunction,low,low,calculator,Germany,A,WTA_certainty,2
l7xza,,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,70,failure,no,2,loss,no_conjunction,high,low,jacket,Ford,A,WTP_certainty,1
x8lvd,,1,2,2,2,2,1,2,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,2,2,2,70,success,no,2,gain,no_conjunction,low,low,jacket,Ford,B,WTP_certainty,2
mtom9,,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,1,2,2,2,1,2,1,1,2,2,1,2,1,1,2,1,2,2,2,70,success,no,1,gain,no_conjunction,high,low,calculator,Germany,C,WTP_certainty,2
lclop,80,1,2,2,2,2,2,1,1,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,1,30,failure,no,1,gain,conjunction,high,high,calculator,Ford,C,WTA_certainty,2
wrvfk,80,1,2,2,1,2,2,1,2,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2,1,1,1,1,1,2,1,2,1,1,2,2,2,30,success,no,1,loss,no_conjunction,high,high,jacket,Germany,A,WTA_certainty,1
evqeq,42,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,30,success,yes,2,gain,no_conjunction,high,high,jacket,Germany,B,WTA_certainty,1
ncyc2,46,1,1,2,2,2,1,2,1,2,1,2,2,1,2,2,1,2,1,2,2,1,1,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2,1,2,2,30,failure,no,1,gain,no_conjunction,high,low,calculator,Ford,C,WTP_non_certainty,2
ridfr,86,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,1,2,1,30,failure,no,1,loss,conjunction,high,low,calculator,Ford,C,WTA_certainty,2
o3lxf,,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,1,2,1,70,failure,yes,2,loss,no_conjunction,low,high,calculator,Germany,A,WTA_certainty,1
ek9iq,76,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,1,30,failure,yes,2,gain,conjunction,low,high,jacket,Ford,A,WTA_certainty,2
3uy58,80,2,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,1,2,1,2,1,30,success,yes,1,gain,no_conjunction,low,high,calculator,Germany,B,WTA_certainty,1
bc9lg,,2,1,1,2,2,1,1,2,2,1,2,1,2,1,1,2,2,2,1,2,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,70,failure,no,1,gain,conjunction,low,low,calculator,Ford,B,WTP_non_certainty,1
bc0tc,,2,2,2,2,1,2,2,1,1,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,70,success,no,2,loss,no_conjunction,high,low,jacket,Germany,A,WTA_certainty,1
cnx9d,30,1,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,30,success,yes,2,loss,no_conjunction,low,high,jacket,Germany,C,WTP_non_certainty,1
1vec3,80,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,30,failure,yes,1,loss,no_conjunction,high,low,jacket,Ford,C,WTA_certainty,1
o1zc3,,2,1,2,1,2,2,2,1,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,1,1,1,2,2,1,2,2,2,1,1,2,1,1,2,2,2,70,failure,yes,1,loss,conjunction,low,high,jacket,Ford,C,WTP_non_certainty,1
y78ay,,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,70,failure,no,2,loss,no_conjunction,high,high,calculator,Ford,B,WTP_non_certainty,1
njkpj,30,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,failure,yes,1,loss,conjunction,high,low,calculator,Germany,A,WTP_certainty,2
d3vke,,2,2,1,1,2,1,2,1,1,2,2,1,2,1,1,2,1,2,1,1,2,1,2,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,70,failure,no,1,loss,no_conjunction,low,high,jacket,Ford,B,WTP_certainty,2
2ea2g,86,1,1,2,1,2,1,2,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2,30,failure,no,2,loss,no_conjunction,high,low,jacket,Germany,B,WTP_non_certainty,1
tv81i,70,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,1,1,2,2,1,30,failure,yes,1,gain,conjunction,high,high,jacket,Germany,B,WTP_certainty,2
4p3l9,,2,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,1,1,1,2,70,failure,no,1,loss,conjunction,high,low,jacket,Ford,A,WTP_certainty,2
jex85,,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,70,failure,no,2,loss,no_conjunction,high,high,jacket,Germany,B,WTP_non_certainty,2
wxbai,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,70,failure,yes,2,loss,conjunction,high,high,jacket,Germany,C,WTP_certainty,1
j8yub,,2,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,70,failure,no,2,gain,no_conjunction,low,low,jacket,Germany,A,WTP_certainty,2
axvvp,,1,2,2,1,1,2,1,2,2,2,1,1,2,1,1,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,70,success,no,2,gain,no_conjunction,high,high,jacket,Ford,A,WTA_certainty,2
u41kq,,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,70,failure,no,1,gain,conjunction,low,high,jacket,Ford,A,WTP_certainty,2
t67m6,29,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,1,2,1,2,2,1,2,1,1,30,failure,yes,1,loss,no_conjunction,high,low,calculator,Ford,B,WTP_non_certainty,1
e8ihk,,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,1,1,1,2,1,2,1,1,2,2,2,1,2,2,2,1,2,2,1,1,1,70,success,yes,2,loss,conjunction,high,high,jacket,Ford,B,WTP_non_certainty,2
jqodr,,2,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,70,success,no,2,gain,no_conjunction,high,high,calculator,Germany,A,WTP_certainty,1
t65ti,70,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,30,success,yes,1,loss,no_conjunction,low,low,calculator,Ford,C,WTP_certainty,1
i89x5,,2,1,2,1,1,1,1,2,1,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,70,success,yes,2,gain,no_conjunction,low,low,calculator,Ford,A,WTP_certainty,1
v4cye,,1,2,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,2,2,1,1,2,2,2,1,2,1,1,1,1,2,1,1,1,2,2,1,2,1,2,70,failure,no,2,gain,no_conjunction,low,low,jacket,Germany,A,WTP_certainty,1
kzigb,,2,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,1,2,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,70,success,yes,2,loss,no_conjunction,high,low,calculator,Ford,C,WTA_certainty,2
sa9ho,,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,70,success,no,1,gain,no_conjunction,low,high,jacket,Germany,B,WTA_certainty,2
ln91z,,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,70,failure,no,1,loss,no_conjunction,high,high,jacket,Ford,A,WTP_certainty,2
212kx,95,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,1,2,2,1,2,2,1,2,1,2,1,2,1,2,2,1,1,2,1,2,1,2,2,1,2,30,success,yes,2,loss,no_conjunction,high,high,jacket,Germany,B,WTA_certainty,1
mi5r8,50,1,2,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,30,failure,yes,1,loss,no_conjunction,high,low,calculator,Germany,C,WTP_certainty,1
v20pc,30,2,1,1,1,2,1,2,1,2,1,1,1,2,2,1,2,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,2,2,1,2,1,2,1,1,2,30,failure,no,1,gain,no_conjunction,low,high,calculator,Ford,A,WTA_certainty,2
byr2v,,1,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,1,2,70,failure,no,2,loss,conjunction,high,high,calculator,Germany,A,WTP_non_certainty,2
y2eke,30,2,1,2,2,2,2,1,2,2,1,2,1,2,1,1,1,2,2,2,2,1,2,1,2,2,1,1,1,1,2,1,2,2,2,2,2,1,2,2,1,30,failure,no,1,loss,conjunction,low,low,jacket,Germany,B,WTP_non_certainty,2
00a1r,80,1,2,1,1,1,1,2,2,1,2,1,2,1,1,2,2,1,1,2,1,1,1,1,2,2,1,2,1,1,2,1,2,2,2,2,2,1,1,1,2,30,success,no,1,loss,no_conjunction,high,high,jacket,Ford,C,WTP_certainty,1
9o70p,30,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,2,1,30,failure,no,2,gain,conjunction,high,low,jacket,Germany,A,WTP_non_certainty,2
fz8wa,30,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,30,failure,yes,1,gain,conjunction,high,high,jacket,Ford,B,WTP_certainty,2
6rxfs,,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,70,success,yes,1,loss,no_conjunction,low,high,jacket,Ford,B,WTA_certainty,1
rf2g7,95,1,1,2,2,1,2,2,2,2,1,1,2,1,1,1,2,2,1,1,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,1,2,2,30,success,no,2,gain,no_conjunction,low,high,jacket,Germany,B,WTA_certainty,2
ighhg,,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,70,success,no,2,loss,conjunction,low,low,calculator,Ford,C,WTA_certainty,1
8bg18,81,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,30,success,no,1,loss,conjunction,low,high,jacket,Germany,B,WTA_certainty,1
7ftdk,30,2,2,2,2,1,1,1,1,2,1,1,1,2,1,2,2,2,1,1,2,1,2,2,2,2,1,2,1,1,1,2,1,2,1,2,2,2,2,2,2,30,failure,no,1,loss,no_conjunction,low,high,calculator,Germany,B,WTP_certainty,2
zenjf,30,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,success,no,1,gain,no_conjunction,low,low,calculator,Ford,A,WTP_certainty,2
n6xqr,,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,70,failure,yes,1,loss,no_conjunction,low,low,calculator,Germany,A,WTP_certainty,2
t3qe4,70,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,30,success,no,1,gain,conjunction,high,low,calculator,Ford,C,WTP_non_certainty,2
4kx6v,,1,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,2,2,2,2,70,success,no,2,loss,conjunction,high,high,jacket,Germany,C,WTP_certainty,1
3d56s,70,1,2,2,2,2,1,2,1,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2,2,1,1,2,2,1,2,2,30,success,yes,2,gain,no_conjunction,low,low,jacket,Germany,C,WTA_certainty,1
rkkav,30,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,1,1,1,2,2,2,1,30,failure,yes,1,gain,no_conjunction,high,high,jacket,Ford,A,WTP_certainty,1
uir5g,60,1,2,2,2,2,1,2,1,2,2,2,2,1,1,1,1,2,2,1,2,2,2,1,1,2,2,1,1,2,1,2,1,2,1,1,1,2,2,2,1,30,failure,yes,1,gain,no_conjunction,low,low,jacket,Germany,C,WTP_non_certainty,1
f76v0,,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,1,2,1,2,1,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,70,failure,no,1,loss,no_conjunction,high,low,calculator,Germany,B,WTA_certainty,2
t8dkc,90,2,1,2,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,1,2,1,2,2,30,success,no,1,gain,no_conjunction,high,low,calculator,Germany,C,WTA_certainty,2
2vz3n,,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,1,1,1,2,2,1,1,1,2,1,2,2,2,70,success,yes,1,loss,conjunction,low,low,jacket,Ford,B,WTP_non_certainty,1
r82fi,,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,70,success,yes,2,gain,no_conjunction,high,high,jacket,Germany,B,WTA_certainty,2
dy25d,,2,2,2,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,2,1,1,1,2,1,2,1,2,2,2,1,2,1,2,70,success,yes,1,loss,no_conjunction,low,low,calculator,Ford,A,WTA_certainty,1
8r5lt,,1,2,2,2,1,1,2,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,2,1,2,1,2,1,1,70,success,yes,2,loss,no_conjunction,low,high,calculator,Ford,C,WTP_certainty,1
arxcr,30,2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,1,2,1,1,2,2,30,failure,yes,2,loss,no_conjunction,high,high,jacket,Germany,A,WTP_certainty,1
kms82,30,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,1,1,2,2,2,1,2,1,2,1,2,2,1,1,2,2,2,2,2,1,1,30,failure,no,2,gain,no_conjunction,low,low,calculator,Germany,B,WTA_certainty,1
pw1a2,30,1,1,2,1,1,1,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,1,1,2,2,1,1,2,1,2,1,2,30,success,yes,2,gain,conjunction,low,low,calculator,Ford,B,WTP_certainty,2
meqhr,,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,70,success,yes,2,gain,no_conjunction,low,low,calculator,Ford,B,WTA_certainty,1
ahyp7,,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,1,1,1,1,2,1,2,1,70,failure,no,1,loss,conjunction,low,high,jacket,Germany,C,WTA_certainty,2
k7iif,,2,2,1,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,70,failure,yes,1,loss,no_conjunction,low,high,calculator,Ford,C,WTP_certainty,2
s6avc,,2,1,2,2,1,2,1,2,1,1,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,2,1,1,1,2,2,1,2,1,1,1,70,success,yes,1,gain,no_conjunction,high,high,calculator,Germany,B,WTP_certainty,2
8ka4n,,1,2,1,1,1,2,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,1,1,2,2,1,1,2,1,2,2,2,1,2,2,1,2,70,success,yes,2,gain,no_conjunction,low,high,calculator,Ford,C,WTA_certainty,2
iyz57,90,1,2,1,1,1,1,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,30,failure,yes,1,gain,conjunction,high,high,calculator,Germany,B,WTP_non_certainty,2
ha6bv,,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,1,2,2,1,1,2,2,1,2,1,1,1,70,failure,no,1,loss,conjunction,low,high,jacket,Ford,C,WTP_non_certainty,2
a53lx,30,1,2,1,1,2,1,2,2,2,2,2,1,2,1,2,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,1,30,success,no,2,gain,conjunction,high,low,calculator,Ford,C,WTA_certainty,1
qw4hl,30,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,30,failure,no,2,gain,conjunction,low,high,jacket,Germany,C,WTA_certainty,2
d8l9i,,1,2,1,2,2,1,1,2,2,2,2,2,1,2,2,1,1,1,2,2,2,1,2,1,2,1,1,2,2,2,2,2,1,1,1,1,1,2,1,1,70,success,yes,1,gain,no_conjunction,high,high,jacket,Germany,B,WTP_non_certainty,2
rlkzv,75,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,1,1,2,2,1,1,2,2,2,1,2,2,2,1,1,30,success,no,2,loss,no_conjunction,high,high,calculator,Germany,C,WTP_certainty,2
bbrrv,25,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,30,failure,no,1,gain,conjunction,low,low,calculator,Germany,A,WTP_non_certainty,2
x23wu,,1,2,1,2,1,2,2,2,1,1,2,2,1,1,1,2,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,1,1,1,2,2,2,2,1,70,failure,yes,1,loss,conjunction,low,low,calculator,Germany,A,WTA_certainty,1
6qe7v,,1,2,2,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,2,1,1,1,2,1,1,2,2,1,1,2,2,1,2,2,70,failure,yes,2,gain,no_conjunction,high,low,jacket,Germany,A,WTA_certainty,2
lfhm6,,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,70,success,no,2,loss,no_conjunction,high,low,jacket,Ford,B,WTP_non_certainty,2
a6adz,,1,2,2,2,2,1,1,2,1,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,70,success,no,1,gain,conjunction,low,low,jacket,Germany,B,WTP_non_certainty,1
4wbsc,,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,2,1,2,2,1,1,1,2,1,1,2,2,1,1,1,1,2,2,70,failure,no,1,loss,no_conjunction,high,low,jacket,Ford,C,WTP_non_certainty,1
1b3hy,,2,2,1,1,1,1,1,2,1,1,2,1,2,2,1,1,2,2,2,2,1,1,2,1,2,1,2,2,2,2,1,2,2,1,1,2,1,2,2,2,70,failure,no,2,gain,no_conjunction,high,low,calculator,Ford,C,WTP_certainty,1
f60ro,76,1,1,2,1,1,2,2,1,2,2,1,1,1,2,1,1,1,2,1,1,2,1,2,1,2,2,2,1,1,1,2,1,2,1,2,1,2,1,2,1,30,failure,yes,1,loss,conjunction,high,high,jacket,Ford,B,WTP_certainty,2
oct5j,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,70,success,no,1,loss,conjunction,low,high,calculator,Germany,A,WTP_certainty,1
yfl6g,30,2,1,1,1,2,2,1,2,1,2,1,1,1,2,2,2,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,30,success,yes,2,gain,conjunction,high,high,jacket,Germany,B,WTP_certainty,1
bm5ba,,2,2,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,1,1,1,1,2,1,70,success,no,2,loss,no_conjunction,high,low,calculator,Germany,C,WTP_non_certainty,1
bnxw1,95,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,2,2,2,1,2,1,2,1,1,1,1,1,2,2,2,1,1,30,failure,no,2,loss,no_conjunction,high,high,jacket,Germany,C,WTP_certainty,2
ssiwx,,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,70,success,no,1,gain,no_conjunction,high,low,jacket,Ford,A,WTA_certainty,2
t4ldc,,1,1,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,1,2,2,2,1,2,2,1,1,1,2,1,2,1,70,success,yes,2,loss,conjunction,high,low,jacket,Ford,C,WTA_certainty,1
kvy1a,90,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,30,failure,yes,2,gain,conjunction,high,high,calculator,Germany,A,WTA_certainty,2
xj2yb,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,70,success,no,2,loss,conjunction,high,low,calculator,Germany,B,WTP_certainty,1
l8eqt,30,1,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,30,success,yes,1,loss,no_conjunction,high,high,jacket,Ford,A,WTP_certainty,1
7o17s,,1,2,1,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,70,failure,no,1,gain,no_conjunction,low,high,jacket,Germany,A,WTP_non_certainty,2
g0rj9,75,1,2,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,30,success,yes,2,gain,no_conjunction,high,high,calculator,Ford,C,WTA_certainty,2
eels5,,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,70,failure,yes,1,gain,no_conjunction,low,high,calculator,Germany,B,WTA_certainty,1
2g6k8,30,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,30,failure,no,1,loss,conjunction,low,low,calculator,Germany,A,WTA_certainty,2
3wglb,30,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,30,failure,no,2,gain,conjunction,low,high,calculator,Ford,B,WTP_certainty,1
bhiml,,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,70,failure,yes,2,loss,no_conjunction,low,low,jacket,Germany,B,WTP_non_certainty,1
k8gd7,74,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,30,failure,no,2,gain,no_conjunction,low,high,jacket,Ford,B,WTP_certainty,2
5puzl,30,2,2,1,2,1,2,1,1,1,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,2,1,1,1,2,2,1,1,2,1,2,2,2,2,2,1,30,failure,no,1,gain,conjunction,low,low,calculator,Germany,A,WTA_certainty,1
lspv3,,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,70,success,yes,1,loss,no_conjunction,high,high,jacket,Ford,C,WTP_certainty,2
ez9fl,,2,2,2,2,1,1,1,2,1,2,2,2,1,2,1,1,2,2,2,1,2,2,1,2,2,1,2,1,1,1,1,2,1,2,1,1,1,2,2,1,70,success,yes,1,loss,no_conjunction,high,high,jacket,Ford,B,WTA_certainty,1
