person_id,n_total_answers,n_missing_answers,n_answered_personality,n_answered_economic,n_answered_cognitive,n_answered_demographics,n_ordinal_items,n_categorical_items,n_text_items,n_multi_select_items,ordinal_mean_normalized,ordinal_std_normalized,ordinal_midpoint_rate,ordinal_extreme_rate,ordinal_acquiescence,straightlining_max_repeat_rate,bfi_44_mean_norm,bfi_44_n_items,bfi_18_mean_norm,bfi_18_n_items,autonomy_cognition_mean_norm,autonomy_cognition_n_items,personal_values_mean_norm,personal_values_n_items,self_monitoring_mean_norm,self_monitoring_n_items,self_monitoring_binary_mean_norm,self_monitoring_binary_n_items,regulatory_focus_mean_norm,regulatory_focus_n_items,bai_anxiety_mean_norm,bai_anxiety_n_items,bai_sum_score,self_concept_mean_norm,self_concept_n_items,need_uniqueness_mean_norm,need_uniqueness_n_items,need_closure_mean_norm,need_closure_n_items,personality_traits_5pt_mean_norm,personality_traits_5pt_n_items,maximization_mean_norm,maximization_n_items,uncertainty_beliefs_mean_norm,uncertainty_beliefs_n_items,risk_sensitivity_personality_mean_norm,risk_sensitivity_personality_n_items,self_regulation_mean_norm,self_regulation_n_items,spending_scale,spending_difficulty,spending_anxiety,shopper_type,weight_loss_intention,dictator_game_position,ultimatum_offer_position,trust_game_send_position,trust_return_mean_position,ultimatum_reject_rate,hedonic_framing_mean,loss_aversion_risky_choices,loss_aversion_risky_rate,crt_score,crt_total_attempted,numeracy_score,numeracy_total_attempted,financial_literacy_score,financial_literacy_total,vocabulary_synonym_score,vocabulary_synonym_total,vocabulary_antonym_score,vocabulary_antonym_total,vocabulary_total_score,spatial_n_attempted,wason_correct,wason_n_selected,forward_flow_word_count,demo_region,demo_sex,demo_age,demo_education,demo_race,demo_citizenship,demo_occupation,demo_religion,demo_religiosity,demo_political_party,demo_income,demo_political_views,demo_household_size,demo_employment,gt_score_extraversion,gt_score_agreeableness,gt_score_conscientiousness_w1,gt_score_conscientiousness_w2,gt_score_openness,gt_score_neuroticism,gt_score_needforcognition,gt_score_agency,gt_score_communion,gt_score_minimalism,gt_score_BES,gt_score_GREEN,gt_crt_score,gt_score_fluid,gt_score_crystallized,gt_score_syllogism,gt_score_actual_total,gt_score_overconfidence,gt_score_overplacement,gt_score_ultimatum_sender,gt_score_ultimatum_accepted,gt_score_mentalaccounting,gt_score_socialdesirability,gt_score_anxiety,gt_score_HI,gt_score_HC,gt_score_VI,gt_score_VC,gt_score_finliteracy,gt_score_numeracy,gt_score_deductive_certainty,gt_score_forwardflow,gt_score_discount,gt_score_presentbias,gt_score_riskaversion,gt_score_trustgame_sender,gt_score_trustgame_receiver,gt_score_RFS,gt_score_ST_TW,gt_score_depression,gt_score_CNFU,gt_score_selfmonitor,gt_score_SCC,gt_score_needforclosure,gt_score_maximization,gt_score_wason,gt_score_dictator_sender
ir48j,537,0,278,179,65,14,326,168,22,21,0.6176842925309183,0.2866749892201385,0.0736196319018405,0.4723926380368098,3.2116564417177917,1.0,0.6227272727272727,44,0.6555555555555557,18,0.8,10,0.736111111111111,24,0.5277777777777778,8,0.7307692307692307,13,0.75,12,0.3214285714285714,21,27.0,0.5700000000000001,20,0.8,16,0.2,12,0.4333333333333333,6,0.6410256410256412,13,0.3333333333333334,12,0.8133333333333336,15,0.6666666666666666,6,6.0,2.0,3.0,1.0,1.0,6.0,4.0,16.0,8.5,0.1666666666666666,1.75,3,0.3333333333333333,7,7,4,6,4,5,8,10,8,10,16,6,0.0,2.0,20,1.0,1.0,3.0,6.0,1.0,1.0,1.0,5.0,3.0,2.0,4.0,2.0,2.0,1.0,4.5,3.444,4.889,8.0,3.6,1.5,4.167,6.083,7.167,3.75,3.05,2.167,4.0,2.0,8.0,8.0,22.0,13.0,5.0,40.0,83.333,75.0,2.0,6.0,4.0,5.0,3.75,3.25,7.0,7.0,4.0,0.716,5.05,0.024,0.317,0.0,0.0,5.6,10.0,15.0,1.0,2.615,5.0,4.067,3.333,2.0,40.0
iueq4,537,0,278,179,65,14,326,168,22,21,0.6177854652164468,0.2685757810107401,0.1134969325153374,0.4294478527607362,3.1993865030674846,0.9230769230769232,0.6863636363636364,44,0.6777777777777778,18,0.8142857142857143,10,0.6944444444444443,24,0.5555555555555556,8,0.5384615384615384,13,0.7333333333333333,12,0.3214285714285714,21,27.0,0.55,20,0.8625,16,0.5166666666666667,12,0.8999999999999999,6,0.5512820512820512,13,0.4166666666666667,12,0.6266666666666667,15,0.6,6,6.0,3.0,3.0,3.0,1.0,2.0,4.0,11.0,5.0,0.5,1.75,4,0.4444444444444444,5,7,3,6,4,5,6,10,8,10,14,6,0.0,1.0,20,4.0,1.0,3.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,3.0,2.0,3.375,4.444,4.889,8.0,4.7,2.375,3.833,5.5,7.0,3.667,3.85,4.5,3.0,0.0,7.0,4.0,14.0,24.0,7.0,40.0,50.0,75.0,9.0,6.0,4.0,4.5,4.25,4.5,4.0,6.0,4.0,0.858,41.841,0.008,0.478,80.0,40.0,5.7,9.0,8.0,2.583,2.231,3.917,3.133,3.0,1.0,40.0
iyz57,537,0,278,179,65,14,326,168,22,21,0.6137019464856888,0.3215685213179977,0.0950920245398773,0.6595092024539877,3.1533742331288344,0.8666666666666667,0.6272727272727273,44,0.588888888888889,18,0.6857142857142856,10,0.6990740740740741,24,0.4583333333333333,8,0.6923076923076923,13,0.7333333333333333,12,0.2976190476190476,21,25.0,0.72,20,0.8125,16,0.3333333333333334,12,0.6666666666666666,6,0.7051282051282052,13,0.3333333333333334,12,0.9333333333333332,15,0.4000000000000001,6,8.0,3.0,1.0,1.0,1.0,4.0,4.0,9.0,5.0,0.3333333333333333,1.5,6,0.6666666666666666,2,7,3,6,4,5,3,10,6,10,9,6,0.0,2.0,20,3.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,1.0,2.0,2.0,3.0,1.0,4.0,5.0,5.0,7.0,1.5,2.125,1.056,3.583,9.0,3.667,4.3,3.333,0.0,1.0,5.0,6.0,12.0,3.0,-6.0,40.0,66.667,100.0,9.0,4.0,5.0,5.0,1.25,5.0,4.0,4.0,4.0,0.844,4381.928,0.021,-0.178,40.0,45.0,4.8,21.0,6.0,1.667,2.923,5.0,4.667,2.0,2.0,40.0
j0fnu,537,0,278,179,65,14,326,168,22,21,0.6089090017004128,0.2553634467989243,0.1349693251533742,0.3834355828220859,3.147239263803681,0.9523809523809524,0.6772727272727272,44,0.6777777777777777,18,0.6857142857142857,10,0.736111111111111,24,0.5138888888888888,8,0.8076923076923077,13,0.8666666666666668,12,0.2619047619047619,21,22.0,0.6000000000000001,20,0.7124999999999999,16,0.3333333333333333,12,0.7666666666666666,6,0.7179487179487178,13,0.3833333333333333,12,0.56,15,0.5666666666666665,6,5.0,2.0,2.0,5.0,1.0,4.0,4.0,8.0,4.5,0.1666666666666666,1.5,7,0.7777777777777778,4,7,3,6,5,5,8,10,8,10,16,6,0.0,2.0,20,4.0,1.0,2.0,5.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,5.0,1.0,3.375,4.0,4.778,8.0,3.8,1.125,3.389,6.0,7.25,4.333,3.8,3.833,1.0,1.0,7.0,6.0,15.0,6.0,0.0,40.0,83.333,50.0,4.0,1.0,3.0,4.25,2.5,4.5,6.0,5.0,4.0,0.832,1046448.594,-0.025,0.244,40.0,55.0,4.8,12.0,6.0,1.667,3.154,4.75,2.8,2.833,2.0,40.0
j8yub,537,0,278,179,65,14,326,168,22,21,0.6176112571818093,0.3027106967605692,0.1104294478527607,0.5858895705521472,3.226993865030675,1.0,0.6227272727272727,44,0.6222222222222222,18,0.6285714285714287,10,0.7592592592592592,24,0.5,8,0.6923076923076923,13,0.8833333333333336,12,0.25,21,21.0,0.6,20,0.6375,16,0.4833333333333334,12,0.8333333333333331,6,0.4615384615384615,13,0.3333333333333334,12,0.92,15,0.8333333333333334,6,6.0,3.0,2.0,5.0,1.0,6.0,6.0,16.0,8.5,0.1666666666666666,1.75,2,0.2222222222222222,5,7,3,6,2,5,6,10,5,10,11,6,0.0,1.0,8,2.0,1.0,4.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,7.0,1.875,4.556,4.444,7.0,2.7,1.5,1.889,5.667,8.0,4.417,3.2,4.167,3.0,0.0,4.0,7.0,14.0,7.0,-4.0,0.0,83.333,75.0,13.0,0.0,5.0,2.25,1.75,3.75,5.0,5.0,4.0,0.834,0.0,0.0,0.5,0.0,0.0,4.4,8.0,2.0,2.417,2.308,4.167,4.6,4.167,3.0,0.0
j9t67,537,0,278,179,65,14,326,168,22,21,0.6295335756608762,0.2496903383963031,0.0981595092024539,0.352760736196319,3.2576687116564416,1.0,0.7545454545454546,44,0.6333333333333334,18,0.7428571428571428,10,0.6203703703703703,24,0.75,8,0.7692307692307693,13,0.65,12,0.3571428571428571,21,30.0,0.6300000000000001,20,0.7375,16,0.6000000000000001,12,0.1999999999999999,6,0.5897435897435898,13,0.5666666666666667,12,0.6933333333333335,15,0.8333333333333334,6,5.0,2.0,4.0,2.0,2.0,3.0,4.0,9.0,4.5,0.0,1.0,2,0.2222222222222222,3,7,3,6,5,5,7,10,6,10,13,6,0.0,2.0,20,3.0,1.0,3.0,6.0,1.0,1.0,1.0,11.0,2.0,3.0,2.0,2.0,3.0,4.0,3.875,3.444,3.222,4.0,4.2,3.375,2.944,4.083,7.083,3.25,4.05,1.0,2.0,3.0,7.0,6.0,18.0,17.0,7.0,40.0,100.0,50.0,9.0,9.0,4.25,4.0,2.5,4.0,6.0,4.0,4.0,0.803,0.0,0.0,0.267,60.0,54.0,5.2,13.0,7.0,3.0,2.769,3.5,3.467,4.167,2.0,40.0
j9v1n,537,0,278,179,65,14,326,168,22,21,0.6157633692142894,0.2482614931423443,0.0950920245398773,0.3496932515337423,3.168711656441718,0.6666666666666666,0.6545454545454544,44,0.6333333333333333,18,0.7142857142857143,10,0.6157407407407406,24,0.625,8,0.7307692307692307,13,0.5499999999999999,12,0.4880952380952381,21,41.0,0.58,20,0.6875,16,0.3166666666666667,12,0.7999999999999999,6,0.5641025641025641,13,0.6833333333333335,12,0.7466666666666668,15,0.6666666666666666,6,8.0,3.0,3.0,4.0,1.0,4.0,3.0,6.0,4.75,0.0,1.25,2,0.2222222222222222,5,7,5,6,5,5,9,10,9,10,18,6,0.0,2.0,20,3.0,2.0,4.0,4.0,1.0,1.0,2.0,10.0,6.0,2.0,3.0,5.0,2.0,7.0,1.875,3.667,3.333,7.0,3.7,3.125,3.278,4.25,6.833,2.75,4.3,4.0,3.0,1.0,9.0,8.0,21.0,13.0,0.0,60.0,100.0,75.0,4.0,20.0,5.0,4.25,2.25,2.25,6.0,6.0,4.0,0.811,3.601,0.038,0.233,40.0,56.0,5.0,16.0,26.0,1.583,2.231,2.417,3.733,3.333,2.0,60.0
jex85,537,0,278,179,65,14,326,168,22,21,0.6184109006194896,0.2025423725327678,0.1533742331288343,0.1840490797546012,3.0644171779141103,1.0,0.6772727272727272,44,0.5555555555555556,18,0.6714285714285714,10,0.4907407407407407,24,0.4166666666666667,8,0.8846153846153846,13,0.55,12,0.5714285714285714,21,48.0,0.66,20,0.7875000000000001,16,0.4000000000000001,12,0.4666666666666667,6,0.5,13,0.4666666666666668,12,0.8000000000000003,15,0.7333333333333334,6,4.0,3.0,2.0,2.0,1.0,4.0,4.0,8.0,5.0,0.3333333333333333,1.5,6,0.6666666666666666,0,7,2,6,5,5,8,10,9,10,17,6,0.0,1.0,20,2.0,1.0,3.0,4.0,1.0,1.0,5.0,1.0,4.0,2.0,1.0,4.0,2.0,7.0,2.5,3.889,3.778,4.0,3.8,2.5,3.333,3.833,5.0,2.75,3.5,2.333,0.0,0.0,7.0,6.0,13.0,17.0,3.0,40.0,66.667,100.0,4.0,27.0,4.0,4.0,3.75,4.0,4.0,3.0,4.0,0.823,4717.879,-0.011,,40.0,46.0,4.7,15.0,16.0,2.0,1.462,3.333,4.0,3.667,1.0,40.0
jqodr,537,0,278,179,65,14,326,168,22,21,0.6113437474250358,0.2711191815959096,0.1226993865030674,0.4202453987730061,3.128834355828221,0.7142857142857143,0.6772727272727272,44,0.5777777777777778,18,0.6142857142857142,10,0.5833333333333334,24,0.5138888888888888,8,0.7307692307692307,13,0.8333333333333334,12,0.3214285714285714,21,27.0,0.5599999999999999,20,0.75,16,0.3666666666666667,12,0.5333333333333333,6,0.6794871794871795,13,0.3833333333333333,12,0.7600000000000001,15,0.6666666666666666,6,5.0,2.0,3.0,4.0,1.0,5.0,5.0,11.0,6.0,0.1666666666666666,1.75,6,0.6666666666666666,6,7,3,6,5,5,9,10,9,10,18,6,0.0,1.0,20,3.0,1.0,4.0,4.0,1.0,1.0,1.0,11.0,5.0,3.0,3.0,1.0,3.0,7.0,4.25,4.0,4.667,8.0,4.3,1.75,2.889,3.5,7.0,4.167,3.4,2.667,3.0,1.0,8.0,10.0,22.0,3.0,0.0,20.0,83.333,75.0,4.0,6.0,4.0,4.25,2.25,4.5,5.0,7.0,4.0,0.758,1050761.088,-0.083,0.233,20.0,33.0,4.3,12.0,2.0,1.833,2.923,4.417,3.8,3.333,3.0,20.0
k7iif,537,0,278,179,65,14,326,168,22,21,0.6323320467875683,0.2797941282149978,0.0674846625766871,0.4539877300613497,3.196319018404908,0.7142857142857143,0.6681818181818181,44,0.5222222222222224,18,0.7142857142857142,10,0.5740740740740741,24,0.5277777777777777,8,0.8076923076923077,13,0.85,12,0.3333333333333333,21,28.0,0.5599999999999999,20,0.75,16,0.6333333333333333,12,0.7333333333333333,6,0.6025641025641026,13,0.7166666666666667,12,0.7200000000000001,15,0.6333333333333334,6,3.0,2.0,3.0,3.0,1.0,3.0,4.0,11.0,4.75,0.0,1.75,2,0.2222222222222222,6,7,3,6,3,5,9,10,9,10,18,6,0.0,2.0,20,4.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,7.0,1.375,3.667,4.222,8.0,2.8,2.875,2.056,3.167,7.167,4.25,4.1,3.667,4.0,0.0,8.0,6.0,18.0,7.0,-8.0,40.0,100.0,75.0,6.0,7.0,4.75,4.0,2.75,3.5,6.0,5.0,4.0,0.818,0.0,0.0,0.178,60.0,44.0,5.0,11.0,13.0,3.167,2.231,2.417,3.6,3.167,2.0,40.0
k8gd7,537,0,278,179,65,14,326,168,22,21,0.4960987887368255,0.2415105379088378,0.2453987730061349,0.4478527607361963,2.48159509202454,0.9545454545454546,0.2227272727272727,44,0.2444444444444444,18,0.6142857142857142,10,0.4537037037037037,24,0.5138888888888888,8,0.6153846153846154,13,0.3333333333333333,12,0.369047619047619,21,31.0,0.61,20,0.7,16,0.7166666666666667,12,0.5,6,0.5897435897435896,13,0.6166666666666666,12,0.6799999999999999,15,0.6666666666666666,6,3.0,2.0,3.0,3.0,2.0,2.0,1.0,4.0,4.25,0.3333333333333333,1.25,4,0.4444444444444444,7,7,4,6,5,5,10,10,10,10,20,6,0.0,1.0,20,3.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,2.889,2.778,7.0,1.8,2.5,3.111,3.75,4.417,1.667,3.25,2.5,4.0,0.0,9.0,9.0,22.0,20.0,17.0,100.0,66.667,25.0,11.0,10.0,2.75,4.0,2.75,4.5,5.0,8.0,4.0,0.82,1501199899206174.2,0.0,0.489,80.0,65.0,4.3,11.0,0.0,3.583,2.077,2.75,3.4,3.333,1.0,80.0
kficb,537,0,278,179,65,14,326,168,22,21,0.6538754148033289,0.2700546399063366,0.0460122699386503,0.4202453987730061,3.3680981595092025,0.8333333333333334,0.6318181818181817,44,0.8444444444444446,18,0.7714285714285714,10,0.7916666666666666,24,0.5694444444444444,8,0.6923076923076923,13,0.7833333333333333,12,0.4285714285714285,21,36.0,0.6599999999999999,20,0.8,16,0.5833333333333334,12,0.8333333333333334,6,0.717948717948718,13,0.6833333333333335,12,0.5066666666666668,15,0.8333333333333334,6,6.0,3.0,3.0,4.0,1.0,3.0,1.0,3.0,3.25,0.0,1.75,3,0.3333333333333333,1,7,0,6,3,5,1,10,2,10,3,6,0.0,2.0,20,3.0,1.0,4.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,5.0,1.0,4.125,4.444,4.889,8.0,4.1,1.125,3.0,7.25,7.0,3.917,3.5,4.167,1.0,1.0,1.0,5.0,8.0,22.0,15.0,100.0,100.0,75.0,11.0,15.0,3.5,4.0,4.25,4.25,2.0,0.0,3.0,0.765,1501199876836575.8,0.009,0.494,60.0,73.0,5.4,8.0,2.0,2.917,3.0,2.583,2.533,4.167,2.0,40.0
kms82,537,0,278,179,65,14,326,168,22,21,0.6232135834513135,0.2586436714524728,0.1625766871165644,0.3957055214723926,3.1717791411042944,0.5384615384615384,0.65,44,0.6000000000000001,18,0.5857142857142857,10,0.6342592592592592,24,0.5555555555555556,8,0.7692307692307693,13,0.7000000000000001,12,0.4166666666666667,21,35.0,0.63,20,0.475,16,0.8000000000000002,12,0.9,6,0.6025641025641025,13,0.7833333333333333,12,0.5600000000000002,15,0.7000000000000001,6,5.0,3.0,4.0,3.0,1.0,6.0,4.0,9.0,4.75,0.0,1.5,6,0.6666666666666666,5,7,3,6,3,5,10,10,10,10,20,6,0.0,2.0,20,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,5.0,4.0,3.0,4.0,1.25,4.222,3.333,5.0,3.8,4.125,3.778,3.75,7.667,3.5,4.75,4.5,3.0,2.0,9.0,10.0,24.0,-2.0,-2.0,40.0,100.0,100.0,1.0,14.0,3.0,3.5,1.25,1.75,4.0,4.0,4.0,0.839,4717.879,-0.097,,0.0,52.0,4.1,13.0,48.0,4.0,2.077,1.75,2.8,3.5,2.0,40.0
kvy1a,537,0,278,179,65,14,326,168,22,21,0.6324411784534484,0.2316030788823258,0.1441717791411043,0.3128834355828221,3.2791411042944785,0.6666666666666666,0.7181818181818183,44,0.6444444444444445,18,0.7571428571428571,10,0.7129629629629629,24,0.5694444444444444,8,0.7692307692307693,13,0.6333333333333333,12,0.4047619047619047,21,34.0,0.5900000000000001,20,0.6875,16,0.6333333333333332,12,0.6333333333333334,6,0.6923076923076923,13,0.5666666666666667,12,0.6933333333333332,15,0.6333333333333334,6,6.0,2.0,2.0,4.0,1.0,3.0,4.0,8.0,4.0,0.0,1.5,5,0.5555555555555556,1,7,4,6,2,5,7,10,4,10,11,6,0.0,2.0,20,3.0,1.0,2.0,2.0,1.0,1.0,1.0,9.0,5.0,2.0,3.0,5.0,2.0,5.0,2.625,3.444,3.444,6.0,4.5,3.5,3.778,4.917,7.917,3.167,3.85,3.167,1.0,3.0,6.0,5.0,15.0,13.0,-4.0,40.0,100.0,50.0,3.0,13.0,4.0,3.25,2.75,3.75,4.0,5.0,4.0,0.868,464.358,0.056,0.067,60.0,60.0,5.3,8.0,18.0,3.167,2.538,3.167,3.467,3.167,2.0,40.0
kww3y,537,0,278,179,65,14,326,168,22,21,0.6396514060241054,0.2656270913371393,0.0889570552147239,0.4141104294478527,3.294478527607362,0.8095238095238095,0.6636363636363638,44,0.6222222222222222,18,0.6714285714285714,10,0.7222222222222222,24,0.5972222222222222,8,0.8076923076923077,13,0.5833333333333334,12,0.3095238095238095,21,26.0,0.55,20,0.775,16,0.7333333333333334,12,0.8333333333333334,6,0.6794871794871795,13,0.5666666666666667,12,0.7733333333333334,15,0.7333333333333334,6,2.0,1.0,4.0,4.0,2.0,4.0,2.0,9.0,5.0,0.0,1.5,6,0.6666666666666666,4,7,4,6,5,5,4,10,1,10,5,6,0.0,1.0,20,4.0,1.0,2.0,3.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,1.125,2.333,3.0,6.0,3.2,4.125,2.222,6.917,6.083,2.917,3.85,4.167,3.0,2.0,1.0,8.0,14.0,11.0,-5.0,80.0,100.0,100.0,0.0,5.0,4.25,3.5,3.25,4.5,6.0,5.0,4.0,0.806,4823.011,0.197,0.228,40.0,45.0,4.7,7.0,25.0,3.667,2.692,3.5,3.867,3.667,3.0,40.0
kzigb,537,0,278,179,65,14,326,168,22,21,0.6295773968703416,0.2417641047379458,0.1319018404907975,0.3220858895705521,3.223926380368098,0.6666666666666666,0.6681818181818181,44,0.6111111111111112,18,0.6714285714285715,10,0.6527777777777778,24,0.5277777777777778,8,0.7307692307692307,13,0.7833333333333333,12,0.369047619047619,21,31.0,0.6100000000000001,20,0.675,16,0.5499999999999999,12,0.7000000000000001,6,0.6666666666666666,13,0.4166666666666667,12,0.7466666666666668,15,0.7333333333333334,6,4.0,2.0,3.0,4.0,2.0,4.0,3.0,9.0,5.0,0.6666666666666666,1.5,6,0.6666666666666666,2,7,5,6,5,5,10,10,10,10,20,6,0.0,4.0,20,2.0,2.0,3.0,4.0,1.0,1.0,1.0,11.0,5.0,3.0,4.0,3.0,2.0,7.0,3.875,4.111,4.333,8.0,3.8,2.5,3.167,4.5,7.25,3.917,3.95,3.5,1.0,4.0,9.0,8.0,22.0,15.0,2.0,60.0,33.333,50.0,4.0,10.0,4.5,3.5,2.5,3.0,6.0,6.0,4.0,0.796,4823.011,0.004,0.611,40.0,45.0,4.7,11.0,5.0,2.75,2.308,4.417,3.733,3.667,2.0,60.0
l3bok,537,1,278,179,65,14,326,168,22,21,0.5553338499107731,0.2834049067881337,0.1292307692307692,0.5138461538461538,2.8584615384615386,1.0,0.4818181818181818,44,0.5111111111111112,18,0.5857142857142856,10,0.748792270531401,23,0.4444444444444444,8,0.7307692307692307,13,0.7166666666666667,12,0.25,21,21.0,0.5900000000000001,20,0.7625,16,0.2,12,0.7000000000000001,6,0.5128205128205128,13,0.25,12,0.6533333333333334,15,0.4666666666666666,6,8.0,4.0,1.0,2.0,2.0,4.0,4.0,9.0,5.0,0.1666666666666666,1.25,2,0.2222222222222222,4,7,5,6,5,5,8,10,8,10,16,6,1.0,2.0,20,1.0,2.0,3.0,5.0,3.0,1.0,1.0,7.0,4.0,3.0,5.0,3.0,2.0,1.0,2.625,4.556,4.111,8.0,2.0,1.125,2.444,4.917,8.727,3.583,3.55,3.5,2.0,3.0,8.0,10.0,23.0,10.0,28.0,40.0,83.333,75.0,12.0,0.0,3.25,4.25,3.0,4.75,6.0,7.0,4.0,0.755,0.0,0.0,0.067,40.0,45.0,4.1,21.0,2.0,1.0,2.231,4.583,3.267,2.333,4.0,40.0
l7xza,537,0,278,179,65,14,326,168,22,21,0.6558821078376293,0.317564361122606,0.0306748466257668,0.6319018404907976,3.3588957055214723,1.0,0.7045454545454545,44,0.7333333333333334,18,0.7,10,0.6620370370370371,24,0.5694444444444444,8,0.8461538461538461,13,0.9166666666666666,12,0.25,21,21.0,0.57,20,0.8375,16,0.4833333333333333,12,0.6,6,0.8205128205128205,13,0.3166666666666667,12,0.9466666666666668,15,0.8333333333333334,6,3.0,1.0,1.0,3.0,2.0,4.0,4.0,9.0,6.5,0.3333333333333333,1.75,2,0.2222222222222222,4,7,5,6,5,5,6,10,8,10,14,6,0.0,2.0,20,4.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,3.0,4.0,2.125,2.556,4.889,8.0,4.2,2.125,2.111,5.333,6.583,4.583,3.55,3.0,2.0,3.0,8.0,6.0,19.0,14.0,16.0,40.0,66.667,75.0,7.0,0.0,4.75,3.75,4.75,3.5,6.0,7.0,4.0,0.801,4.826,0.064,0.078,40.0,25.0,4.9,12.0,5.0,2.417,3.308,4.417,4.733,4.167,2.0,40.0
l8eqt,537,0,278,179,65,14,326,168,22,21,0.6152281511944089,0.3133371373955855,0.0705521472392638,0.6073619631901841,3.150306748466257,1.0,0.6681818181818181,44,0.6111111111111112,18,0.8,10,0.6805555555555555,24,0.5416666666666666,8,0.6923076923076923,13,0.8833333333333334,12,0.25,21,21.0,0.61,20,0.7875,16,0.7000000000000001,12,0.6,6,0.7692307692307693,13,0.4000000000000001,12,0.44,15,0.4666666666666666,6,5.0,2.0,3.0,3.0,2.0,1.0,3.0,6.0,3.5,0.1666666666666666,1.5,2,0.2222222222222222,5,7,5,6,4,5,10,10,9,10,19,6,0.0,2.0,20,3.0,1.0,4.0,6.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,3.0,2.0,1.0,4.875,4.889,4.444,8.0,4.8,1.0,4.833,4.083,8.167,4.417,4.45,3.0,2.0,2.0,9.0,9.0,22.0,14.0,8.0,60.0,83.333,100.0,13.0,0.0,4.0,5.0,2.5,4.25,7.0,8.0,4.0,0.873,0.0,0.0,-0.122,100.0,67.0,5.6,13.0,0.0,3.5,3.077,4.5,2.2,2.333,2.0,40.0
lclop,537,0,278,179,65,14,326,168,22,21,0.6568274942508072,0.2896936832902138,0.0552147239263803,0.50920245398773,3.3834355828220857,0.8333333333333334,0.7227272727272727,44,0.6000000000000001,18,0.7285714285714285,10,0.7314814814814815,24,0.5277777777777778,8,0.6538461538461539,13,0.75,12,0.3333333333333333,21,28.0,0.6599999999999999,20,0.825,16,0.4166666666666667,12,0.8333333333333334,6,0.7948717948717949,13,0.3833333333333333,12,0.8666666666666668,15,0.7333333333333333,6,2.0,2.0,3.0,4.0,2.0,1.0,3.0,8.0,5.75,0.0,1.5,2,0.2222222222222222,7,7,3,6,4,5,9,10,7,10,16,6,0.0,2.0,20,3.0,2.0,3.0,4.0,1.0,1.0,4.0,1.0,6.0,1.0,5.0,3.0,3.0,7.0,3.5,4.222,4.889,8.0,4.0,2.875,3.444,4.583,8.583,3.75,4.9,4.167,4.0,2.0,7.0,7.0,20.0,7.0,-5.0,60.0,100.0,100.0,10.0,7.0,5.0,4.0,3.25,4.25,6.0,7.0,4.0,0.733,4.826,-0.017,-0.111,100.0,33.0,5.1,9.0,12.0,2.083,3.308,4.583,4.333,3.667,2.0,40.0
lfhm6,537,0,278,179,65,14,326,168,22,21,0.6377425616305985,0.2842382577196683,0.0828220858895705,0.4969325153374233,3.285276073619632,1.0,0.7136363636363635,44,0.6666666666666667,18,0.8428571428571429,10,0.7314814814814815,24,0.4722222222222222,8,0.7307692307692307,13,0.7000000000000001,12,0.5357142857142857,21,45.0,0.5799999999999998,20,0.7375,16,0.3,12,1.0,6,0.6666666666666666,13,0.35,12,0.8133333333333336,15,0.5000000000000001,6,6.0,3.0,3.0,3.0,1.0,5.0,3.0,9.0,5.25,0.3333333333333333,1.75,6,0.6666666666666666,4,7,4,6,4,5,7,10,7,10,14,6,0.0,2.0,20,2.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,4.0,1.0,3.625,4.556,4.889,8.0,4.4,2.625,3.889,5.667,7.5,3.5,4.5,5.0,1.0,1.0,8.0,5.0,15.0,19.0,9.0,60.0,66.667,75.0,12.0,24.0,3.75,5.0,1.25,4.75,5.0,4.0,4.0,0.811,4533.217,0.01,0.333,20.0,43.0,5.9,9.0,9.0,1.5,2.462,4.75,4.067,2.5,2.0,40.0
