person_id,n_total_answers,n_missing_answers,n_answered_personality,n_answered_economic,n_answered_cognitive,n_answered_demographics,n_ordinal_items,n_categorical_items,n_text_items,n_multi_select_items,ordinal_mean_normalized,ordinal_std_normalized,ordinal_midpoint_rate,ordinal_extreme_rate,ordinal_acquiescence,straightlining_max_repeat_rate,bfi_44_mean_norm,bfi_44_n_items,bfi_18_mean_norm,bfi_18_n_items,autonomy_cognition_mean_norm,autonomy_cognition_n_items,personal_values_mean_norm,personal_values_n_items,self_monitoring_mean_norm,self_monitoring_n_items,self_monitoring_binary_mean_norm,self_monitoring_binary_n_items,regulatory_focus_mean_norm,regulatory_focus_n_items,bai_anxiety_mean_norm,bai_anxiety_n_items,bai_sum_score,self_concept_mean_norm,self_concept_n_items,need_uniqueness_mean_norm,need_uniqueness_n_items,need_closure_mean_norm,need_closure_n_items,personality_traits_5pt_mean_norm,personality_traits_5pt_n_items,maximization_mean_norm,maximization_n_items,uncertainty_beliefs_mean_norm,uncertainty_beliefs_n_items,risk_sensitivity_personality_mean_norm,risk_sensitivity_personality_n_items,self_regulation_mean_norm,self_regulation_n_items,spending_scale,spending_difficulty,spending_anxiety,shopper_type,weight_loss_intention,dictator_game_position,ultimatum_offer_position,trust_game_send_position,trust_return_mean_position,ultimatum_reject_rate,hedonic_framing_mean,loss_aversion_risky_choices,loss_aversion_risky_rate,crt_score,crt_total_attempted,numeracy_score,numeracy_total_attempted,financial_literacy_score,financial_literacy_total,vocabulary_synonym_score,vocabulary_synonym_total,vocabulary_antonym_score,vocabulary_antonym_total,vocabulary_total_score,spatial_n_attempted,wason_correct,wason_n_selected,forward_flow_word_count,demo_region,demo_sex,demo_age,demo_education,demo_race,demo_citizenship,demo_occupation,demo_religion,demo_religiosity,demo_political_party,demo_income,demo_political_views,demo_household_size,demo_employment
5puzl,537,0,278,179,65,14,326,168,22,21,0.6081664756511382,0.28220177627330534,0.1165644171779141,0.49079754601226994,3.0950920245398774,0.8571428571428571,0.6863636363636363,44,0.5777777777777778,18,0.7857142857142858,10,0.5555555555555555,24,0.5416666666666666,8,0.7692307692307693,13,0.75,12,0.2857142857142857,21,24.0,0.65,20,0.8,16,0.36666666666666675,12,0.8666666666666667,6,0.6025641025641026,13,0.3333333333333334,12,0.52,15,0.7333333333333334,6,3.0,1.0,3.0,4.0,1.0,1.0,4.0,8.0,5.75,0.16666666666666666,1.5,2,0.2222222222222222,7,7,5,6,5,5,9,10,10,10,19,6,0.0,1.0,20,1.0,1.0,3.0,4.0,3.0,1.0,1.0,9.0,6.0,3.0,5.0,4.0,3.0,1.0
6qe7v,537,0,278,179,65,14,326,168,22,21,0.5962763208161981,0.25425551469994584,0.18711656441717792,0.37423312883435583,3.039877300613497,0.9523809523809523,0.7181818181818183,44,0.6333333333333333,18,0.6857142857142857,10,0.6064814814814815,24,0.5972222222222222,8,0.8076923076923077,13,0.7333333333333334,12,0.2619047619047619,21,22.0,0.64,20,0.6375,16,0.3666666666666667,12,0.6999999999999998,6,0.653846153846154,13,0.4333333333333333,12,0.5866666666666667,15,0.46666666666666673,6,6.0,3.0,2.0,3.0,1.0,1.0,3.0,8.0,4.5,0.0,1.75,6,0.6666666666666666,5,7,5,6,5,5,6,10,6,10,12,6,0.0,4.0,20,2.0,1.0,1.0,2.0,5.0,1.0,6.0,1.0,1.0,3.0,5.0,2.0,4.0,2.0
6rxfs,537,0,278,179,65,14,326,168,22,21,0.6015824325640278,0.27632612133554263,0.11042944785276074,0.4294478527607362,3.049079754601227,0.6666666666666666,0.5590909090909091,44,0.5444444444444445,18,0.5428571428571429,10,0.4953703703703704,24,0.5694444444444444,8,0.8076923076923077,13,0.85,12,0.4523809523809524,21,38.0,0.6199999999999999,20,0.5375,16,0.3,12,0.7000000000000001,6,0.5897435897435896,13,0.4833333333333334,12,0.7200000000000002,15,0.6333333333333334,6,4.0,2.0,4.0,4.0,2.0,6.0,4.0,16.0,8.5,0.16666666666666666,1.5,2,0.2222222222222222,7,7,5,6,4,5,9,10,10,10,19,6,0.0,1.0,20,3.0,1.0,2.0,5.0,1.0,1.0,6.0,10.0,6.0,3.0,3.0,5.0,1.0,1.0
70l1y,537,0,278,179,65,14,326,168,22,21,0.6791995325737656,0.2544026954825533,0.1687116564417178,0.4110429447852761,3.549079754601227,0.8333333333333334,0.6863636363636364,44,0.5777777777777778,18,0.8714285714285716,10,0.7731481481481483,24,0.5138888888888888,8,0.8461538461538461,13,0.5833333333333333,12,0.35714285714285715,21,30.0,0.62,20,0.8125,16,0.7666666666666667,12,0.2333333333333333,6,0.7820512820512822,13,0.7000000000000001,12,0.76,15,0.8333333333333334,6,5.0,3.0,2.0,2.0,1.0,6.0,6.0,16.0,8.5,0.16666666666666666,1.75,2,0.2222222222222222,6,7,4,6,3,5,10,10,9,10,19,6,0.0,2.0,20,3.0,2.0,1.0,2.0,2.0,1.0,6.0,11.0,6.0,3.0,3.0,3.0,2.0,4.0
76ux4,537,0,278,179,65,14,326,168,22,21,0.6182696989445456,0.2809675183872648,0.06748466257668712,0.43558282208588955,3.1349693251533743,0.8333333333333334,0.65,44,0.6000000000000001,18,0.7714285714285714,10,0.6527777777777778,24,0.5277777777777777,8,0.8461538461538461,13,0.9666666666666667,12,0.3333333333333333,21,28.0,0.5599999999999999,20,0.8125,16,0.30000000000000004,12,0.7666666666666666,6,0.6923076923076923,13,0.3166666666666667,12,0.6666666666666666,15,0.39999999999999997,6,2.0,2.0,4.0,4.0,1.0,3.0,4.0,8.0,4.5,0.5,1.5,2,0.2222222222222222,5,7,5,6,5,5,9,10,7,10,16,6,1.0,2.0,20,3.0,1.0,4.0,5.0,4.0,1.0,1.0,2.0,4.0,3.0,4.0,3.0,2.0,1.0
7e5rr,537,0,278,179,65,14,326,168,22,21,0.5961258024524895,0.26929919549788844,0.1411042944785276,0.4325153374233129,3.061349693251534,0.6190476190476191,0.6454545454545454,44,0.6222222222222222,18,0.6285714285714286,10,0.6342592592592592,24,0.5416666666666666,8,0.7692307692307693,13,0.6833333333333332,12,0.36904761904761907,21,31.0,0.56,20,0.7875000000000001,16,0.36666666666666675,12,0.43333333333333335,6,0.6538461538461539,13,0.45,12,0.7333333333333333,15,0.5333333333333333,6,6.0,3.0,2.0,3.0,2.0,3.0,3.0,11.0,5.5,0.0,1.5,6,0.6666666666666666,4,7,4,6,4,5,7,10,8,10,15,6,0.0,2.0,20,3.0,1.0,2.0,3.0,1.0,1.0,6.0,1.0,3.0,1.0,4.0,2.0,2.0,3.0
7ftdk,537,0,278,179,65,14,326,168,22,21,0.5814306688539818,0.25174943440069697,0.1687116564417178,0.3558282208588957,2.9447852760736195,0.9523809523809523,0.6681818181818182,44,0.588888888888889,18,0.6428571428571428,10,0.6064814814814815,24,0.49999999999999994,8,0.7307692307692307,13,0.8000000000000003,12,0.2619047619047619,21,22.0,0.5900000000000001,20,0.6625000000000001,16,0.3166666666666667,12,0.5,6,0.5897435897435896,13,0.4000000000000001,12,0.6533333333333334,15,0.5666666666666667,6,6.0,2.0,1.0,4.0,2.0,1.0,3.0,8.0,4.5,0.0,1.75,6,0.6666666666666666,4,7,5,6,3,5,3,10,3,10,6,6,0.0,2.0,20,2.0,1.0,1.0,4.0,1.0,1.0,6.0,2.0,5.0,1.0,1.0,3.0,3.0,2.0
7ge54,537,0,278,179,65,14,326,168,22,21,0.5882978175539525,0.24458982674614124,0.12576687116564417,0.3374233128834356,2.98159509202454,0.9047619047619048,0.6136363636363635,44,0.5666666666666668,18,0.6428571428571429,10,0.5046296296296297,24,0.5138888888888888,8,0.6923076923076923,13,0.6166666666666666,12,0.27380952380952384,21,23.0,0.66,20,0.6125,16,0.5333333333333334,12,0.8333333333333334,6,0.6538461538461539,13,0.3333333333333334,12,0.6933333333333335,15,0.6,6,5.0,2.0,3.0,4.0,2.0,4.0,4.0,9.0,5.5,0.3333333333333333,1.5,2,0.2222222222222222,7,7,4,6,5,5,10,10,10,10,20,6,0.0,1.0,20,2.0,1.0,3.0,5.0,1.0,1.0,6.0,9.0,6.0,2.0,1.0,5.0,1.0,2.0
7hiu4,537,1,278,179,65,14,326,168,22,21,0.6491922137691368,0.26589516113360545,0.1076923076923077,0.4123076923076923,3.310769230769231,0.75,0.809090909090909,44,0.7000000000000001,18,0.6666666666666665,9,0.6111111111111112,24,0.6527777777777777,8,0.8461538461538461,13,0.38333333333333336,12,0.34523809523809523,21,29.0,0.64,20,0.7625,16,0.2833333333333334,12,0.5666666666666668,6,0.7307692307692307,13,0.9166666666666666,12,0.5733333333333335,15,0.5,6,11.0,4.0,1.0,1.0,2.0,5.0,4.0,9.0,5.0,0.0,1.5,6,0.6666666666666666,4,7,5,6,3,5,9,10,8,10,17,6,0.0,2.0,20,4.0,1.0,2.0,5.0,4.0,1.0,2.0,9.0,6.0,2.0,5.0,5.0,2.0,1.0
7k50n,537,0,278,179,65,14,326,168,22,21,0.6079467609759022,0.24873102554733773,0.20552147239263804,0.3588957055214724,3.0736196319018405,0.7142857142857143,0.6499999999999999,44,0.5777777777777777,18,0.5714285714285714,10,0.5601851851851852,24,0.5416666666666667,8,0.8461538461538461,13,0.7000000000000001,12,0.32142857142857145,21,27.0,0.5499999999999998,20,0.6625,16,0.6833333333333332,12,0.5666666666666668,6,0.6666666666666666,13,0.5,12,0.7200000000000002,15,0.5,6,7.0,3.0,2.0,2.0,2.0,6.0,6.0,9.0,5.0,0.0,2.0,2,0.2222222222222222,5,7,4,6,4,5,10,10,9,10,19,6,0.0,1.0,20,3.0,1.0,3.0,3.0,1.0,1.0,1.0,12.0,6.0,3.0,2.0,2.0,2.0,1.0
7o17s,537,0,278,179,65,14,326,168,22,21,0.6270850655819981,0.24417362285229977,0.18711656441717792,0.3312883435582822,3.184049079754601,0.6666666666666666,0.6818181818181819,44,0.5666666666666668,18,0.6714285714285713,10,0.6064814814814814,24,0.5416666666666667,8,0.7692307692307693,13,0.45,12,0.35714285714285715,21,30.0,0.6200000000000001,20,0.6625000000000001,16,0.6333333333333334,12,0.7999999999999999,6,0.6025641025641026,13,0.43333333333333335,12,0.8400000000000001,15,0.6,6,6.0,2.0,2.0,2.0,2.0,4.0,3.0,8.0,5.0,0.16666666666666666,1.75,6,0.6666666666666666,4,7,2,6,3,5,10,10,10,10,20,6,0.0,2.0,20,1.0,2.0,4.0,6.0,5.0,1.0,1.0,10.0,6.0,2.0,4.0,4.0,2.0,7.0
7ub3z,537,0,278,179,65,14,326,168,22,21,0.6886321883637835,0.2683562148963162,0.1196319018404908,0.4662576687116564,3.5950920245398774,0.8333333333333334,0.7363636363636363,44,0.6444444444444445,18,0.8857142857142856,10,0.875,24,0.5416666666666667,8,0.8076923076923077,13,0.55,12,0.3333333333333333,21,28.0,0.5700000000000001,20,0.7,16,0.7833333333333333,12,0.9666666666666667,6,0.871794871794872,13,0.6333333333333333,12,0.7866666666666668,15,0.7333333333333334,6,3.0,2.0,2.0,4.0,1.0,5.0,4.0,11.0,6.25,0.6666666666666666,1.5,2,0.2222222222222222,2,7,4,6,4,5,7,10,5,10,12,6,0.0,1.0,20,3.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,6.0,2.0,3.0,4.0,2.0,7.0
7vnea,537,0,278,179,65,14,326,168,22,21,0.6633216476774759,0.25575624791399654,0.13496932515337423,0.37423312883435583,3.478527607361963,1.0,0.6045454545454546,44,0.6444444444444444,18,0.8,10,0.8287037037037036,24,0.5555555555555556,8,0.8846153846153846,13,0.7500000000000001,12,0.25,21,21.0,0.6500000000000001,20,0.8375000000000001,16,0.48333333333333345,12,0.6666666666666666,6,0.7564102564102565,13,0.46666666666666673,12,0.9066666666666667,15,0.6666666666666666,6,4.0,2.0,3.0,4.0,2.0,6.0,6.0,16.0,8.5,0.16666666666666666,1.75,2,0.2222222222222222,4,7,3,6,5,5,7,10,9,10,16,6,0.0,2.0,20,4.0,1.0,4.0,4.0,3.0,1.0,1.0,10.0,6.0,1.0,4.0,2.0,2.0,1.0
89ro6,537,0,278,179,65,14,326,168,22,21,0.5796674738009093,0.2978368806362348,0.1441717791411043,0.5736196319018405,2.98159509202454,1.0,0.6318181818181817,44,0.5,18,0.6571428571428571,10,0.6666666666666666,24,0.5555555555555556,8,0.6923076923076923,13,0.7666666666666666,12,0.27380952380952384,21,23.0,0.5499999999999999,20,0.7875000000000001,16,0.20000000000000004,12,0.9333333333333332,6,0.5512820512820513,13,0.26666666666666666,12,0.8133333333333334,15,0.43333333333333335,6,6.0,2.0,1.0,3.0,2.0,3.0,3.0,9.0,5.0,0.6666666666666666,1.5,6,0.6666666666666666,5,7,2,6,5,5,9,10,9,10,18,6,0.0,2.0,7,3.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,7.0
8bg18,537,0,278,179,65,14,326,168,22,21,0.6193053963759485,0.24256837661050817,0.24233128834355827,0.37116564417177916,3.1932515337423313,0.9047619047619048,0.6636363636363637,44,0.5777777777777778,18,0.6857142857142857,10,0.6851851851851851,24,0.5555555555555556,8,0.6923076923076923,13,0.7666666666666665,12,0.27380952380952384,21,23.0,0.65,20,0.7125,16,0.6166666666666666,12,0.5,6,0.6666666666666667,13,0.5,12,0.5999999999999999,15,0.6,6,6.0,3.0,3.0,3.0,1.0,4.0,4.0,10.0,5.5,0.0,1.5,1,0.1111111111111111,6,7,5,6,5,5,7,10,7,10,14,6,0.0,1.0,20,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,4.0,5.0,2.0
8fkgi,537,1,278,179,65,14,326,168,22,21,0.6026835258758336,0.24749930845787382,0.07076923076923076,0.3230769230769231,3.1323076923076925,0.9523809523809523,0.6545454545454544,44,0.6333333333333334,18,0.6825396825396824,9,0.6574074074074073,24,0.49999999999999994,8,0.6538461538461539,13,0.6833333333333335,12,0.2619047619047619,21,22.0,0.6000000000000001,20,0.7875000000000001,16,0.41666666666666674,12,0.4333333333333333,6,0.6282051282051282,13,0.45,12,0.5733333333333334,15,0.7333333333333333,6,4.0,2.0,4.0,4.0,2.0,5.0,4.0,13.0,7.75,0.16666666666666666,1.5,2,0.2222222222222222,4,7,5,6,4,5,7,10,3,10,10,6,1.0,2.0,20,4.0,2.0,3.0,2.0,1.0,1.0,2.0,12.0,6.0,1.0,1.0,2.0,2.0,1.0
8ij30,537,0,278,179,65,14,326,168,22,21,0.6093202000794026,0.25718063171816197,0.13190184049079753,0.35276073619631904,3.076687116564417,0.9523809523809523,0.65,44,0.6000000000000001,18,0.6857142857142857,10,0.6527777777777777,24,0.5694444444444444,8,0.7307692307692307,13,0.6333333333333334,12,0.2619047619047619,21,22.0,0.54,20,0.7375,16,0.38333333333333336,12,0.6333333333333334,6,0.628205128205128,13,0.5,12,0.7200000000000001,15,0.6666666666666666,6,7.0,3.0,2.0,3.0,2.0,4.0,4.0,5.0,3.5,0.8333333333333334,2.0,6,0.6666666666666666,3,7,3,6,4,5,9,10,9,10,18,6,0.0,1.0,20,3.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,3.0,2.0,7.0
8ka4n,537,0,278,179,65,14,326,168,22,21,0.6463735140115507,0.2248888655100552,0.22392638036809817,0.2883435582822086,3.331288343558282,0.7619047619047619,0.709090909090909,44,0.6888888888888888,18,0.7428571428571428,10,0.7407407407407408,24,0.5277777777777777,8,0.7692307692307693,13,0.7999999999999999,12,0.32142857142857145,21,27.0,0.65,20,0.8375000000000001,16,0.5666666666666667,12,0.3333333333333333,6,0.7820512820512822,13,0.7166666666666667,12,0.49333333333333335,15,0.5666666666666667,6,7.0,3.0,2.0,3.0,2.0,1.0,3.0,8.0,6.0,0.0,1.5,3,0.3333333333333333,6,7,5,6,4,5,6,10,8,10,14,6,1.0,2.0,20,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,1.0
8r5lt,537,0,278,179,65,14,326,168,22,21,0.6160914196573706,0.24626649609085896,0.2116564417177914,0.3619631901840491,3.187116564417178,0.8333333333333334,0.6545454545454547,44,0.6111111111111112,18,0.7,10,0.6990740740740741,24,0.5555555555555556,8,0.8076923076923077,13,0.6,12,0.38095238095238093,21,32.0,0.56,20,0.6875,16,0.25000000000000006,12,0.6666666666666666,6,0.7948717948717949,13,0.5833333333333334,12,0.56,15,0.7000000000000001,6,5.0,2.0,3.0,2.0,1.0,6.0,4.0,11.0,5.25,0.16666666666666666,1.5,3,0.3333333333333333,5,7,5,6,5,5,10,10,7,10,17,6,1.0,2.0,20,3.0,1.0,2.0,3.0,2.0,1.0,6.0,11.0,4.0,2.0,2.0,4.0,3.0,1.0
8tr2p,537,0,278,179,65,14,326,168,22,21,0.6305493756414001,0.2510454067636517,0.17177914110429449,0.35276073619631904,3.1717791411042944,0.8333333333333334,0.6363636363636364,44,0.5888888888888889,18,0.6428571428571428,10,0.5509259259259259,24,0.5694444444444444,8,0.8076923076923077,13,0.8500000000000001,12,0.38095238095238093,21,32.0,0.63,20,0.8500000000000001,16,0.35000000000000003,12,0.7666666666666666,6,0.6538461538461539,13,0.6666666666666666,12,0.8800000000000002,15,0.6,6,4.0,2.0,3.0,4.0,1.0,3.0,4.0,8.0,5.0,0.0,1.5,2,0.2222222222222222,5,7,3,6,5,5,8,10,7,10,15,6,0.0,2.0,20,3.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,2.0,4.0,1.0
906gx,537,1,278,179,65,14,326,168,22,21,0.6888262421339344,0.1848855791782248,0.26153846153846155,0.20307692307692307,3.486153846153846,0.6923076923076923,0.7181818181818183,44,0.7222222222222222,18,0.6571428571428571,10,0.7342995169082126,23,0.6527777777777778,8,0.8461538461538461,13,0.6833333333333332,12,0.6547619047619048,21,55.0,0.71,20,0.7,16,0.6999999999999998,12,0.7000000000000001,6,0.717948717948718,13,0.6999999999999998,12,0.6933333333333332,15,0.7333333333333334,6,7.0,3.0,2.0,1.0,2.0,4.0,5.0,6.0,2.75,0.16666666666666666,1.5,5,0.5555555555555556,1,7,0,6,4,5,3,10,6,10,9,6,0.0,1.0,20,3.0,1.0,4.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0
9duy2,537,0,278,179,65,14,326,168,22,21,0.6357172352187689,0.2565766529461555,0.09202453987730061,0.401840490797546,3.303680981595092,0.75,0.740909090909091,44,0.6222222222222222,18,0.6428571428571428,10,0.75,24,0.625,8,0.7692307692307693,13,0.7000000000000001,12,0.34523809523809523,21,29.0,0.5799999999999998,20,0.8125,16,0.7166666666666667,12,0.7666666666666666,6,0.6923076923076923,13,0.3666666666666667,12,0.7066666666666668,15,0.5666666666666667,6,7.0,3.0,3.0,3.0,1.0,1.0,4.0,9.0,5.0,0.3333333333333333,1.5,3,0.3333333333333333,3,7,6,6,5,5,8,10,8,10,16,6,0.0,1.0,20,3.0,1.0,2.0,3.0,1.0,1.0,6.0,2.0,4.0,3.0,4.0,4.0,2.0,1.0
9o70p,537,0,278,179,65,14,326,168,22,21,0.6432666558049994,0.27277392996090044,0.07668711656441718,0.4294478527607362,3.2392638036809815,1.0,0.7545454545454544,44,0.5333333333333334,18,0.7142857142857142,10,0.5416666666666666,24,0.5972222222222222,8,0.7692307692307693,13,0.5166666666666667,12,0.6309523809523809,21,53.0,0.6900000000000001,20,0.55,16,0.5833333333333334,12,0.7999999999999999,6,0.5384615384615384,13,0.5166666666666667,12,0.7866666666666667,15,0.8333333333333334,6,8.0,3.0,3.0,2.0,2.0,2.0,3.0,9.0,5.0,0.16666666666666666,1.5,3,0.3333333333333333,3,7,4,6,5,5,9,10,9,10,18,6,0.0,2.0,20,2.0,2.0,2.0,3.0,1.0,1.0,6.0,9.0,6.0,3.0,1.0,5.0,1.0,3.0
9vwzo,537,0,278,179,65,14,326,168,22,21,0.6156396304785876,0.2577519382867495,0.11349693251533742,0.3588957055214724,3.1165644171779143,0.6153846153846154,0.6318181818181818,44,0.6111111111111112,18,0.6,10,0.6064814814814815,24,0.5694444444444444,8,0.8076923076923077,13,0.8500000000000001,12,0.38095238095238093,21,32.0,0.63,20,0.6000000000000001,16,0.43333333333333335,12,0.7333333333333334,6,0.7051282051282052,13,0.5166666666666667,12,0.7066666666666669,15,0.43333333333333335,6,3.0,2.0,3.0,4.0,2.0,4.0,4.0,9.0,6.25,0.3333333333333333,1.25,4,0.4444444444444444,7,7,5,6,5,5,10,10,10,10,20,6,0.0,1.0,20,2.0,2.0,3.0,5.0,1.0,1.0,3.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0
a53lx,537,0,278,179,65,14,326,168,22,21,0.6480186352502303,0.3076856584776449,0.06134969325153374,0.5828220858895705,3.2975460122699385,0.9523809523809523,0.6454545454545454,44,0.5777777777777777,18,0.7428571428571429,10,0.6296296296296297,24,0.5277777777777778,8,0.8461538461538461,13,0.9833333333333334,12,0.2619047619047619,21,22.0,0.61,20,0.8125,16,0.6333333333333333,12,0.9,6,0.8076923076923077,13,0.3666666666666667,12,0.7466666666666667,15,0.6333333333333334,6,2.0,2.0,4.0,5.0,2.0,4.0,4.0,9.0,6.0,0.16666666666666666,1.25,2,0.2222222222222222,6,7,3,6,5,5,10,10,10,10,20,6,0.0,1.0,20,3.0,2.0,4.0,2.0,1.0,1.0,5.0,1.0,4.0,2.0,2.0,4.0,3.0,7.0
a6adz,537,0,278,179,65,14,326,168,22,21,0.6260652392937669,0.23309530613613097,0.2147239263803681,0.32515337423312884,3.2392638036809815,0.9047619047619048,0.6000000000000001,44,0.6777777777777778,18,0.7285714285714285,10,0.6805555555555555,24,0.5694444444444444,8,0.7692307692307693,13,0.6666666666666666,12,0.27380952380952384,21,23.0,0.64,20,0.775,16,0.6833333333333332,12,0.7999999999999999,6,0.7307692307692307,13,0.5333333333333333,12,0.76,15,0.46666666666666673,6,4.0,2.0,2.0,4.0,2.0,5.0,5.0,11.0,6.5,0.16666666666666666,1.75,0,0.0,2,7,5,6,3,5,7,10,8,10,15,6,0.0,1.0,20,4.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,3.0,2.0
a8aho,537,0,278,179,65,14,326,168,22,21,0.6070563383446819,0.28748256238947373,0.05828220858895705,0.48773006134969327,3.1012269938650308,1.0,0.6454545454545455,44,0.5888888888888889,18,0.7285714285714285,10,0.5833333333333334,24,0.5,8,0.8076923076923077,13,0.85,12,0.2619047619047619,21,22.0,0.6699999999999999,20,0.7125,16,0.2833333333333334,12,1.0,6,0.7179487179487178,13,0.48333333333333345,12,0.56,15,0.43333333333333335,6,3.0,2.0,4.0,4.0,2.0,1.0,3.0,8.0,5.5,0.3333333333333333,1.75,2,0.2222222222222222,7,7,4,6,5,5,8,10,9,10,17,6,0.0,2.0,20,4.0,1.0,3.0,3.0,1.0,1.0,6.0,10.0,6.0,2.0,1.0,4.0,3.0,3.0
aev6a,537,0,278,179,65,14,326,168,22,21,0.5802274114774115,0.316084215019465,0.049079754601226995,0.6042944785276073,2.9079754601226995,0.8571428571428571,0.6363636363636362,44,0.588888888888889,18,0.5,10,0.513888888888889,24,0.48611111111111105,8,0.8076923076923077,13,0.8833333333333334,12,0.30952380952380953,21,26.0,0.56,20,0.575,16,0.23333333333333336,12,0.8666666666666667,6,0.5512820512820512,13,0.3333333333333334,12,0.9066666666666668,15,0.36666666666666664,6,2.0,2.0,4.0,5.0,1.0,1.0,6.0,9.0,5.0,0.5,1.5,2,0.2222222222222222,6,7,3,6,3,5,8,10,8,10,16,6,0.0,2.0,20,4.0,1.0,2.0,3.0,4.0,1.0,6.0,1.0,6.0,2.0,2.0,5.0,1.0,1.0
afrls,537,0,278,179,65,14,326,168,22,21,0.5884670161127216,0.26666108156483503,0.17177914110429449,0.4325153374233129,3.0276073619631902,0.9523809523809523,0.6954545454545454,44,0.6333333333333334,18,0.6,10,0.6018518518518517,24,0.4861111111111111,8,0.6923076923076923,13,0.6666666666666666,12,0.2619047619047619,21,22.0,0.5900000000000001,20,0.6875,16,0.25000000000000006,12,0.36666666666666664,6,0.6794871794871795,13,0.3333333333333333,12,0.6533333333333334,15,0.7333333333333333,6,7.0,2.0,3.0,5.0,2.0,5.0,1.0,11.0,5.5,0.3333333333333333,1.25,2,0.2222222222222222,5,7,4,6,5,5,10,10,9,10,19,6,0.0,2.0,20,1.0,1.0,4.0,4.0,1.0,1.0,1.0,11.0,4.0,3.0,5.0,2.0,2.0,7.0
aht1w,537,0,278,179,65,14,326,168,22,21,0.6478849243803231,0.2843225935087274,0.15030674846625766,0.48466257668711654,3.3006134969325154,0.6923076923076923,0.6909090909090909,44,0.588888888888889,18,0.7142857142857142,10,0.6805555555555557,24,0.5416666666666666,8,0.8461538461538461,13,0.6666666666666666,12,0.6071428571428571,21,51.0,0.6599999999999999,20,0.7250000000000001,16,0.3666666666666667,12,0.7666666666666667,6,0.5256410256410257,13,0.7000000000000001,12,0.8133333333333334,15,0.6,6,8.0,3.0,2.0,2.0,2.0,4.0,4.0,9.0,5.0,0.3333333333333333,1.5,5,0.5555555555555556,0,7,0,6,2,5,7,10,7,10,14,6,0.0,2.0,20,3.0,2.0,1.0,2.0,2.0,1.0,6.0,10.0,5.0,2.0,3.0,5.0,3.0,3.0
ahyp7,537,0,278,179,65,14,326,168,22,21,0.664866485763725,0.30352287472972767,0.12576687116564417,0.5950920245398773,3.450920245398773,1.0,0.7136363636363637,44,0.6777777777777776,18,0.9,10,0.8888888888888888,24,0.45833333333333337,8,0.6923076923076923,13,0.6999999999999998,12,0.25,21,21.0,0.51,20,0.9125000000000001,16,0.4500000000000001,12,0.8666666666666667,6,0.641025641025641,13,0.3666666666666667,12,0.8666666666666667,15,0.7999999999999999,6,6.0,2.0,2.0,1.0,1.0,3.0,4.0,7.0,6.25,0.5,1.5,9,1.0,5,7,3,6,1,5,2,10,4,10,6,6,0.0,2.0,20,3.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,4.0,3.0,5.0,2.0,2.0,1.0
amf2x,537,0,278,179,65,14,326,168,22,21,0.6490543326816333,0.3005169246106229,0.049079754601226995,0.5214723926380368,3.245398773006135,1.0,0.5863636363636363,44,0.5888888888888889,18,0.5714285714285714,10,0.5787037037037037,24,0.5138888888888888,8,0.8076923076923077,13,1.0,12,0.47619047619047616,21,40.0,0.6500000000000001,20,0.7875000000000001,16,0.5333333333333333,12,0.8333333333333334,6,0.653846153846154,13,0.4333333333333334,12,0.9466666666666668,15,0.8666666666666666,6,4.0,2.0,4.0,4.0,1.0,4.0,4.0,11.0,5.75,0.5,1.5,2,0.2222222222222222,2,7,3,6,4,5,2,10,1,10,3,6,0.0,1.0,20,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0
anjsc,536,0,278,178,65,14,326,168,21,21,0.7341854124062712,0.27081304667366934,0.13496932515337423,0.5613496932515337,3.8282208588957056,0.8333333333333334,0.759090909090909,44,0.8,18,0.9142857142857143,10,0.9027777777777777,24,0.5972222222222222,8,0.8846153846153846,13,0.7666666666666667,12,0.4166666666666667,21,35.0,0.7500000000000001,20,0.6375000000000001,16,0.8666666666666666,12,0.7999999999999999,6,0.9102564102564104,13,0.8666666666666667,12,0.8666666666666667,15,0.9,6,9.0,3.0,4.0,4.0,2.0,5.0,4.0,8.0,6.25,0.3333333333333333,1.75,4,0.4444444444444444,6,7,4,6,1,5,0,10,0,10,0,6,0.0,1.0,20,1.0,1.0,1.0,2.0,2.0,1.0,6.0,6.0,2.0,1.0,3.0,2.0,3.0,2.0
