question_id,parent_question_id,block_name,question_type,selector,answer_type,question_text,sub_item_text,full_question,options,num_options
QID235_r1,QID235,Personality,Matrix,Likert,ordinal,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement.,It is important to me that the products I use do not harm the environment.,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. - It is important to me that the products I use do not harm the environment.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID235_r2,QID235,Personality,Matrix,Likert,ordinal,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement.,I consider the potential environmental impact of my actions when making many of my decisions.,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. - I consider the potential environmental impact of my actions when making many of my decisions.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID235_r3,QID235,Personality,Matrix,Likert,ordinal,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement.,My purchase habits are affected by my concern for our environment.,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. - My purchase habits are affected by my concern for our environment.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID235_r4,QID235,Personality,Matrix,Likert,ordinal,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement.,I am concerned about wasting the resources of our planet.,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. - I am concerned about wasting the resources of our planet.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID235_r5,QID235,Personality,Matrix,Likert,ordinal,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement.,I would describe myself as environmentally responsible.,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. - I would describe myself as environmentally responsible.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID235_r6,QID235,Personality,Matrix,Likert,ordinal,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement.,I am willing to be inconvenienced in order to take actions that are more environmentally friendly.,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. - I am willing to be inconvenienced in order to take actions that are more environmentally friendly.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID236_r1,QID236,Personality,Matrix,Likert,ordinal,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement is true or false.,"In social situations, I have the ability to alter my behavior if I feel that something else is called for.","Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement is true or false. - In social situations, I have the ability to alter my behavior if I feel that something else is called for.","[""Certainly, always false"", ""Generally false"", ""Somewhat false, but with exceptions"", ""Somewhat true, but with exceptions"", ""Generally true"", ""Certainly, always true""]",6
QID236_r10,QID236,Personality,Matrix,Likert,ordinal,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement is true or false.,My powers of intuition are quite good when it comes to understanding others' emotions and motives.,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement is true or false. - My powers of intuition are quite good when it comes to understanding others' emotions and motives.,"[""Certainly, always false"", ""Generally false"", ""Somewhat false, but with exceptions"", ""Somewhat true, but with exceptions"", ""Generally true"", ""Certainly, always true""]",6
QID236_r11,QID236,Personality,Matrix,Likert,ordinal,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement is true or false.,"I can usually tell when others consider a joke to be in bad taste, even though they may laugh convincingly.","Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement is true or false. - I can usually tell when others consider a joke to be in bad taste, even though they may laugh convincingly.","[""Certainly, always false"", ""Generally false"", ""Somewhat false, but with exceptions"", ""Somewhat true, but with exceptions"", ""Generally true"", ""Certainly, always true""]",6
QID236_r12,QID236,Personality,Matrix,Likert,ordinal,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement is true or false.,I can usually tell when I've said something inappropriate by reading it in the listener's eyes.,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement is true or false. - I can usually tell when I've said something inappropriate by reading it in the listener's eyes.,"[""Certainly, always false"", ""Generally false"", ""Somewhat false, but with exceptions"", ""Somewhat true, but with exceptions"", ""Generally true"", ""Certainly, always true""]",6
QID236_r13,QID236,Personality,Matrix,Likert,ordinal,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement is true or false.,"If someone is lying to me, I usually know it at once from that person's manner of expression.","Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement is true or false. - If someone is lying to me, I usually know it at once from that person's manner of expression.","[""Certainly, always false"", ""Generally false"", ""Somewhat false, but with exceptions"", ""Somewhat true, but with exceptions"", ""Generally true"", ""Certainly, always true""]",6
QID236_r2,QID236,Personality,Matrix,Likert,ordinal,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement is true or false.,"I have the ability to control the way I come across to people, depending on the impression I wish to give them.","Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement is true or false. - I have the ability to control the way I come across to people, depending on the impression I wish to give them.","[""Certainly, always false"", ""Generally false"", ""Somewhat false, but with exceptions"", ""Somewhat true, but with exceptions"", ""Generally true"", ""Certainly, always true""]",6
QID236_r3,QID236,Personality,Matrix,Likert,ordinal,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement is true or false.,"When I feel that the image I am portraying isn't working, I can readily change it to something that does.","Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement is true or false. - When I feel that the image I am portraying isn't working, I can readily change it to something that does.","[""Certainly, always false"", ""Generally false"", ""Somewhat false, but with exceptions"", ""Somewhat true, but with exceptions"", ""Generally true"", ""Certainly, always true""]",6
QID236_r4,QID236,Personality,Matrix,Likert,ordinal,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement is true or false.,I have trouble changing my behavior to suit different people and different situations.,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement is true or false. - I have trouble changing my behavior to suit different people and different situations.,"[""Certainly, always false"", ""Generally false"", ""Somewhat false, but with exceptions"", ""Somewhat true, but with exceptions"", ""Generally true"", ""Certainly, always true""]",6
QID236_r5,QID236,Personality,Matrix,Likert,ordinal,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement is true or false.,I have found that I can adjust my behavior to meet the requirements of any situation I find myself in.,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement is true or false. - I have found that I can adjust my behavior to meet the requirements of any situation I find myself in.,"[""Certainly, always false"", ""Generally false"", ""Somewhat false, but with exceptions"", ""Somewhat true, but with exceptions"", ""Generally true"", ""Certainly, always true""]",6
QID236_r6,QID236,Personality,Matrix,Likert,ordinal,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement is true or false.,"Even when it might be to my advantage, I have difficulty putting up a good front.","Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement is true or false. - Even when it might be to my advantage, I have difficulty putting up a good front.","[""Certainly, always false"", ""Generally false"", ""Somewhat false, but with exceptions"", ""Somewhat true, but with exceptions"", ""Generally true"", ""Certainly, always true""]",6
QID236_r7,QID236,Personality,Matrix,Likert,ordinal,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement is true or false.,"Once I know what the situation calls for, it's easy for me to regulate my actions accordingly.","Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement is true or false. - Once I know what the situation calls for, it's easy for me to regulate my actions accordingly.","[""Certainly, always false"", ""Generally false"", ""Somewhat false, but with exceptions"", ""Somewhat true, but with exceptions"", ""Generally true"", ""Certainly, always true""]",6
QID236_r8,QID236,Personality,Matrix,Likert,ordinal,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement is true or false.,I am often able to read people's true emotions correctly through their eyes.,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement is true or false. - I am often able to read people's true emotions correctly through their eyes.,"[""Certainly, always false"", ""Generally false"", ""Somewhat false, but with exceptions"", ""Somewhat true, but with exceptions"", ""Generally true"", ""Certainly, always true""]",6
QID236_r9,QID236,Personality,Matrix,Likert,ordinal,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement is true or false.,"In conversations, I am sensitive to even the slightest change in the facial expression of the person I'm conversing with.","Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which that statement is true or false. - In conversations, I am sensitive to even the slightest change in the facial expression of the person I'm conversing with.","[""Certainly, always false"", ""Generally false"", ""Somewhat false, but with exceptions"", ""Somewhat true, but with exceptions"", ""Generally true"", ""Certainly, always true""]",6
QID237_r1,QID237,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,My beliefs about myself often conflict with one another.,Please indicate your agreement with each of the following statements about yourself. - My beliefs about myself often conflict with one another.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID237_r10,QID237,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,"Even if I wanted to, I don't think I would tell someone what I'm really like.","Please indicate your agreement with each of the following statements about yourself. - Even if I wanted to, I don't think I would tell someone what I'm really like.","[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID237_r11,QID237,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,"In general, I have a clear sense of who I am and what I am.","Please indicate your agreement with each of the following statements about yourself. - In general, I have a clear sense of who I am and what I am.","[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID237_r12,QID237,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,It is often hard for me to make up my mind about things because I don't really know what I want.,Please indicate your agreement with each of the following statements about yourself. - It is often hard for me to make up my mind about things because I don't really know what I want.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID237_r2,QID237,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,On one day I might have one opinion of myself and on another day I might have a different opinion.,Please indicate your agreement with each of the following statements about yourself. - On one day I might have one opinion of myself and on another day I might have a different opinion.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID237_r3,QID237,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,I spend a lot of time wondering about what kind of person I really am.,Please indicate your agreement with each of the following statements about yourself. - I spend a lot of time wondering about what kind of person I really am.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID237_r4,QID237,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,Sometimes I feel that I am not really the person that I appear to be.,Please indicate your agreement with each of the following statements about yourself. - Sometimes I feel that I am not really the person that I appear to be.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID237_r5,QID237,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,"When I think about the kind of person I have been in the past, I'm not sure what I was really like.","Please indicate your agreement with each of the following statements about yourself. - When I think about the kind of person I have been in the past, I'm not sure what I was really like.","[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID237_r6,QID237,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,I seldom experience conflict between the different aspects of my personality.,Please indicate your agreement with each of the following statements about yourself. - I seldom experience conflict between the different aspects of my personality.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID237_r7,QID237,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,Sometimes I think I know other people better than I know myself.,Please indicate your agreement with each of the following statements about yourself. - Sometimes I think I know other people better than I know myself.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID237_r8,QID237,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,My beliefs about myself seem to change very frequently.,Please indicate your agreement with each of the following statements about yourself. - My beliefs about myself seem to change very frequently.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID237_r9,QID237,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,"If I were asked to describe my personality, my description might end up being different from one day to another day.","Please indicate your agreement with each of the following statements about yourself. - If I were asked to describe my personality, my description might end up being different from one day to another day.","[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID238_r1,QID238,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,I don’t like situations that are uncertain.,Please indicate your agreement with each of the following statements about yourself. - I don’t like situations that are uncertain.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID238_r10,QID238,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,I don’t like to be with people who are capable of unexpected actions.,Please indicate your agreement with each of the following statements about yourself. - I don’t like to be with people who are capable of unexpected actions.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID238_r11,QID238,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,I dislike it when a person’s statement could mean many different things.,Please indicate your agreement with each of the following statements about yourself. - I dislike it when a person’s statement could mean many different things.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID238_r12,QID238,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,I find that establishing a consistent routine enables me to enjoy life more.,Please indicate your agreement with each of the following statements about yourself. - I find that establishing a consistent routine enables me to enjoy life more.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID238_r13,QID238,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,I enjoy having a clear and structured mode of life.,Please indicate your agreement with each of the following statements about yourself. - I enjoy having a clear and structured mode of life.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID238_r14,QID238,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,I do not usually consult many different opinions before forming my own view.,Please indicate your agreement with each of the following statements about yourself. - I do not usually consult many different opinions before forming my own view.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID238_r15,QID238,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,I dislike unpredictable situations.,Please indicate your agreement with each of the following statements about yourself. - I dislike unpredictable situations.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID238_r2,QID238,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,I dislike questions which could be answered in many different ways.,Please indicate your agreement with each of the following statements about yourself. - I dislike questions which could be answered in many different ways.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID238_r3,QID238,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,I find that a well ordered life with regular hours suits my temperament.,Please indicate your agreement with each of the following statements about yourself. - I find that a well ordered life with regular hours suits my temperament.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID238_r4,QID238,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,I feel uncomfortable when I don’t understand the reason why an event occurred in my life.,Please indicate your agreement with each of the following statements about yourself. - I feel uncomfortable when I don’t understand the reason why an event occurred in my life.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID238_r5,QID238,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,I feel irritated when one person disagrees with what everyone else in a group believes.,Please indicate your agreement with each of the following statements about yourself. - I feel irritated when one person disagrees with what everyone else in a group believes.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID238_r6,QID238,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,I don’t like to go into a situation without knowing what I can expect from it.,Please indicate your agreement with each of the following statements about yourself. - I don’t like to go into a situation without knowing what I can expect from it.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID238_r7,QID238,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,"When I have made a decision, I feel relieved.","Please indicate your agreement with each of the following statements about yourself. - When I have made a decision, I feel relieved.","[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID238_r8,QID238,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,"When I am confronted with a problem, I’m dying to reach a solution very quickly.","Please indicate your agreement with each of the following statements about yourself. - When I am confronted with a problem, I’m dying to reach a solution very quickly.","[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID238_r9,QID238,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,I would quickly become impatient and irritated if I would not find a solution to a problem immediately.,Please indicate your agreement with each of the following statements about yourself. - I would quickly become impatient and irritated if I would not find a solution to a problem immediately.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID239_r1,QID239,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,"When I am in the car listening to the radio, I often check other stations to see if something better is playing, even if I am relatively satisfied with what I’m listening to.","Please indicate your agreement with each of the following statements about yourself. - When I am in the car listening to the radio, I often check other stations to see if something better is playing, even if I am relatively satisfied with what I’m listening to.","[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID239_r2,QID239,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,"No matter how satisfied I am with my job, it’s only right for me to be on the lookout for better opportunities.","Please indicate your agreement with each of the following statements about yourself. - No matter how satisfied I am with my job, it’s only right for me to be on the lookout for better opportunities.","[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID239_r3,QID239,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,I often find it difficult to shop for a gift for a friend.,Please indicate your agreement with each of the following statements about yourself. - I often find it difficult to shop for a gift for a friend.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID239_r4,QID239,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,"When shopping, I have a hard time finding clothing that I really love.","Please indicate your agreement with each of the following statements about yourself. - When shopping, I have a hard time finding clothing that I really love.","[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID239_r5,QID239,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,"No matter what I do, I have the highest standards for myself.","Please indicate your agreement with each of the following statements about yourself. - No matter what I do, I have the highest standards for myself.","[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID239_r6,QID239,Personality,Matrix,Likert,ordinal,Please indicate your agreement with each of the following statements about yourself.,I never settle for second best.,Please indicate your agreement with each of the following statements about yourself. - I never settle for second best.,"[""Disagree strongly"", ""Disagree a little"", ""Neither agree nor disagree"", ""Agree a little"", ""Agree strongly""]",5
QID24,QID24,Demographics,MC,SAVR,ordinal,What is your current employment status?,,What is your current employment status?,"[""Full-time employment"", ""Part-time employment"", ""Unemployed"", ""Self-employed"", ""Home-maker"", ""Student"", ""Retired""]",7
QID244_r1,QID244,Economic preferences,Matrix,Bipolar,categorical,"Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option.",$8.00 in 7 weeks:$4.00 in 6 weeks,"Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - $8.00 in 7 weeks:$4.00 in 6 weeks","[""1"", ""2""]",2
QID244_r10,QID244,Economic preferences,Matrix,Bipolar,categorical,"Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option.",$8.00 in 7 weeks:$9.00 in 6 weeks,"Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - $8.00 in 7 weeks:$9.00 in 6 weeks","[""1"", ""2""]",2
QID244_r2,QID244,Economic preferences,Matrix,Bipolar,categorical,"Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option.",$8.00 in 7 weeks:$5.00 in 6 weeks,"Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - $8.00 in 7 weeks:$5.00 in 6 weeks","[""1"", ""2""]",2
QID244_r3,QID244,Economic preferences,Matrix,Bipolar,categorical,"Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option.",$8.00 in 7 weeks:$6.00 in 6 weeks,"Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - $8.00 in 7 weeks:$6.00 in 6 weeks","[""1"", ""2""]",2
QID244_r4,QID244,Economic preferences,Matrix,Bipolar,categorical,"Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option.",$8.00 in 7 weeks:$6.50 in 6 weeks,"Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - $8.00 in 7 weeks:$6.50 in 6 weeks","[""1"", ""2""]",2
QID244_r5,QID244,Economic preferences,Matrix,Bipolar,categorical,"Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option.",$8.00 in 7 weeks:$7.00 in 6 weeks,"Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - $8.00 in 7 weeks:$7.00 in 6 weeks","[""1"", ""2""]",2
QID244_r6,QID244,Economic preferences,Matrix,Bipolar,categorical,"Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option.",$8.00 in 7 weeks:$7.25 in 6 weeks,"Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - $8.00 in 7 weeks:$7.25 in 6 weeks","[""1"", ""2""]",2
QID244_r7,QID244,Economic preferences,Matrix,Bipolar,categorical,"Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option.",$8.00 in 7 weeks:$7.50 in 6 weeks,"Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - $8.00 in 7 weeks:$7.50 in 6 weeks","[""1"", ""2""]",2
QID244_r8,QID244,Economic preferences,Matrix,Bipolar,categorical,"Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option.",$8.00 in 7 weeks:$7.75 in 6 weeks,"Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - $8.00 in 7 weeks:$7.75 in 6 weeks","[""1"", ""2""]",2
QID244_r9,QID244,Economic preferences,Matrix,Bipolar,categorical,"Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option.",$8.00 in 7 weeks:$8.00 in 6 weeks,"Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - $8.00 in 7 weeks:$8.00 in 6 weeks","[""1"", ""2""]",2
QID245_r1,QID245,Economic preferences,Matrix,Bipolar,categorical,"Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option.",$10.00 in 7 weeks:$5.00 in 5 weeks,"Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - $10.00 in 7 weeks:$5.00 in 5 weeks","[""1"", ""2""]",2
